id	title	author	date	other works	nouns	adjectives	places	persons	verbs	material objects	adverbs
260697	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.	Arbuthnot, Archibald	1746		['Presbytyry', 'adventure', 'birth', 'coast', 'day', 'family', 'fortune', 'head', 'highlands', 'knowledge', 'life', 'minister', 'preface', 'search', 'society', 'tree', 'vicissitude']	['Christian', 'great', 'hollow', 'many']	['Arisaig', 'Beaufort', 'Inverness', 'Kiltarlaty', 'Knoidart', 'Scotland']	['Capt. Millar', 'Frasers', 'Rev. Archibald Arbuthnot', 'Simon, Lord Lovat']			
260698	The lady's drawing room. Being a faithfull picture of the great world. In which the various humours of both sexes are display'd. Drawn from the life: and interspers'd with entertaining and affecting novels.		1744		['drawing', 'humour', 'life', 'novel', 'picture', 'room', 'sex', 'world']	['affecting', 'both', 'entertaining', 'faithfull', 'great', 'lady', 'various']					
260699	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.	Fielding, Sarah	1747		['Vol. I.', 'author', 'character', 'letter', 'other', 'vision']	['familiar', 'principal', 'some']		['', 'David Simple', 'and']			
260700	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748		['children', 'concern', 'distress', 'editor', 'history', 'lady', 'life', 'marriage', 'misconduct', 'parent']	['important', 'private', 'young']		['Clarissa', 'Pamela']			
260701	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748		['children', 'concerns', 'distresses', 'editor', 'history', 'lady', 'life', 'marriage', 'misconduct', 'parents']	['important', 'private', 'young']		['Clarissa', 'Pamela']			
260702	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.	Haywood, Eliza Fowler	1746		['amour', 'curiosity', 'disappointment', 'discovery', 'edition', 'force', 'history', 'masquerader', 'nature', 'novel', 'part', 'poem', 'resolve', "self-abandon'd"]	['Secret', 'fatal', 'fourth', 'late', 'lucky', 'rash', 'secret', 'two', 'untimely']		['', 'Lasselia', 'Mrs. Eliza Haywood']			
260703	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748		['adventure', 'author', 'content', 'fortunate', 'foundling', 'introduction', 'life', 'passion', 'progress']			['Natura']			
260704	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748		['adventure', 'author', 'content', 'fortunate', 'foundling', 'introduction', 'life', 'passion', 'progress']			['Natura']			
260705	The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)		1748		['Price', 'action', 'concubine', 'cut', 'end', 'history', 'life', 'mistress', 'record', 'shilling)', 'subject', 'whole']	['bound', 'eminent', 'fair', 'one', 'remarkable', 'unfortunate', 'unhappy']		['', 'Edward IV, King of England', 'Henry II', 'Jane Shore', 'Rosamond']			['']
260706	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;	Fielding, Henry	1749		['Esq', 'Foundling', 'History', 'Volume']			['Henry Fielding, Esq;', 'Tom Jones']			
260707	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749		['Lord', 'commissioner', 'content', 'foundling', 'history', 'treasury']	['honourable']		['George Lyttleton, Esq;', 'Henry Fielding, Esq.', 'Tom Jones']			
260708	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749		['Lord', 'commissioner', 'content', 'foundling', 'history', 'treasury']	['honourable']		['George Lyttleton, Esq;', 'Henry Fielding, Esq', 'Tom Jones']			
260709	The governess; or, little female academy. Being the history of Mrs. Teachum, and her nine girls. With their nine days amusement. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.	Fielding, Sarah	1749		['academy', 'amusement', 'author', 'day', 'education', 'entertainment', 'girl', 'governess', 'history', 'instruction', 'lady']	['female', 'little', 'nine', 'young']		['', 'David Simple', 'Mrs. Teachum']			
260710	Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.		1749		['academy', 'amusement', 'author', 'day', 'education', 'entertainment', 'girl', 'governess', 'history', 'instruction', 'lady']	['female', 'little', 'nine', 'young']		['David Simple', 'Mrs. Teachum']			
260711	The history of the human heart: or, the adventures of a young gentleman.		1749		['adventure', 'gentleman', 'heart', 'history']	['human', 'young']					
260712	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744		['account', 'adventure', 'city', 'friend', 'lady', 'search', 'travel', 'volume']	['real', 'two']	['', 'London', 'Westminster']	['', 'David Simple']			
260713	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744		['account', 'adventure', 'city', 'friend', 'lady', 'search', 'travel']	['real']	['', 'London', 'Westminster']	['', 'David Simple']			
260715	Miscellanies by Henry Fielding Esq; in three volumes.	Fielding, Henry	1743		['copy', 'journey', 'life', 'miscellany', 'note', 'publisher', 'testament', 'will', 'world']	['authentic', 'explanatory', 'great', 'last']	['', 'Dublin']	['', 'Henry Fielding, Esq.', 'Mr. Jonathan Wild', "Reverend Dr. Swift Dean of St. Patrick's"]			
260717	The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.		1749		['girl', 'history', 'parish', 'volume']	['fortunate', 'two']		['Charlotte Summers']			
260719	The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late ambassador at the Ottoman Port: interspersed with the surprising adventures of several other slaves. By Abbot Provost. Almoner to his serene highness the Prince of Conti. Vol. I.	PreÃÅvost, abbeÃÅ	1741		['Almoner', 'Greek', 'Preface', 'adventure', 'ambassador', 'history', 'seraglio', 'slave']	['fair', 'highness', 'late', 'other', 'serene', 'several', 'surprising']	['', 'Constantinople', 'Ottoman Port', 'Paris']	['', 'Abbot Provost', 'Prince of Conti']			
260720	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.	Fielding, Henry	1743		['adventure', 'author', 'cut', 'edition', 'friend', 'history', 'imitation', 'manner', 'volume']	['illustrated', 'third', 'two']		['', 'Cervantes', 'Don Quixote', 'Henry Fielding, Esquire', 'Joseph Andrews', 'Mr. Abraham Adams']			['']
260721		Fielding, Henry	1742		['adventure', 'author', 'friend', 'history', 'imitation', 'manner']			['', 'Cervantes', 'Don Quixote', 'Joseph Andrews', 'Mr. Abraham Adams']			
260722			1740		['Life', 'action', 'adventures', 'bravery', 'campaigns', 'courage', 'dragoon', 'foot soldier', 'mouth', 'pensioner', 'proofs', 'scenes']	['personal', 'unparallelled']	['Chelsea Hospital']	['Duke of Marlborough', 'King William', 'Mother Ross', 'Mrs. Christian Davies']			
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740		['Dutchess', 'Grace', 'Patron', 'amusement', 'correspondence', 'incidents', 'letters', 'prose', 'series', 'verse']	['Rational', 'amorous', 'critical', 'delightful', 'historical', 'instructive', 'moral', 'philosophical', 'poetical', 'polite', 'satyrical', 'variety']	['Buckinghamshire']	['Dutchess of Buckinghamshire']			
260813	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.	Fielding, Henry	1749		['foundling', 'history']			['Henry Fielding, Esq.', 'Tom Jones']			
260864	The travels and adventures of Mademoiselle de Richelieu. Cousin to the present Duke of that name. Who made the tour of Europe, dressed in men's cloaths, attended by her maid Lucy as her valet de chambre. Now done into English from the Lady's own manuscript. By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt. Vol. I.	Erskine	1744		['Cousin', 'Duke', 'adventures', 'cloaths', 'maid', 'manuscript', 'memoirs', 'name', 'tour', 'translator', 'travels', 'valet de chambre']	['English', 'Lady', 'men', 'own', 'present']	['Europe']	['Duke of Harcourt', 'Lucy', 'Mademoiselle de Richelieu', 'Marques of Bretagne']			
260865	The adventures of Roderick Random. In two volumes. Vol. I. The second edition.	Smollett, Tobias George	1748		['adventure', 'edition', 'volume']	['second', 'two']		['', 'Roderick Random']			
260867	Memoirs of an unfortunate young nobleman, return'd from a thirteen years slavery in America, where he had been sent by the wicked contrivances of his cruel uncle. A story founded on truth and address'd equally to the head and heart.	Annesley, James	1743		['Memoir', 'contrivance', 'head', 'heart', 'nobleman', 'slavery', 'story', 'truth', 'uncle', 'year']	['cruel', 'thirteen', 'unfortunate', 'wicked', 'young']	['', 'America']				
260902	Felicia to Charlotte: Being letters from a young lady in the country, to her friend in town. Containing a series of the most interesting vents, interspresed with moral reflections; chiefly tending to prove, that the seeds of virtue are implanted in the mind of every reasonable being.	Collyer, Mary	1744		['author', 'being', 'country', 'friend', 'lady', 'letter', 'mind', 'reflections', 'seed', 'series', 'town', 'vent', 'virtue', 'volume']	['every', 'first', 'interesting', 'moral', 'reasonable', 'second', 'young']		['Charlotte', 'Felicia']		['letter']	
260908	Ascanius: or, the young adventurer; a true history. Translated from a manuscript privately handed about at the court of Versailles. Containing, a particular account of all that happen'd to a certain person during his wanderings in the North, from his first arrival there, in August 1745, to his final escape September 19, in the following year. The whole introduced with a more critical and candid history of the rise, progress, and extinction of the late rebellion, than any yet publish'[d; and interspersed with remarks on the characters of the principal persons who appear'd in the interest of Ascanius; particularly the celebrated Miss Cameron; Miss Mac Donald, the Duke of Perth the Earl of Kilmarnock, Messieurs Sherridan and Sullvan, &c. &c.	Griffiths, Ralph	1746		['', 'August', 'September', 'account', 'adventurer', 'arrival', 'character', 'court', 'critical', 'escape', 'extinction', 'history', 'interest', 'introduction', 'manuscript', 'person', 'progress', 'rebellion', 'remark', 'rise', 'translator', 'wandering', 'whole', 'year']	['candid', 'celebrated', 'certain', 'final', 'first', 'following', 'late', 'more', 'particular', 'principal', 'true', 'young']	['North', 'Versailles']	['Ascanius', 'Duke of Perth', 'Earl of Kilmarnock', 'Messieurs Sherridan and Sullvan', 'Miss Cameron', 'Miss Mac Donald']			
260913	The fair moralist. Or, love and virtue. A novel. By Mrs. Charlotte McCarthy. The second edition, corrected, and improv'd. To which is added, the author's observations, or, a looking-glass for the fair sex. Also several additional poems, never before publish'd. By the same.	McCarthy, Charlotte	1746		['Preface', 'advertisement', 'author', 'edition', 'looking-glass', 'love', 'moralist', 'novel', 'observations', 'poem', 'publick', 'sex', 'virtue']	['additional', 'corrected', 'fair', "improv'd", 'same', 'second', 'several']		['Mrs. Charlotte McCarthy']		['looking-glass']	
260921	The adventures of Roderick Random. Vol. I.	Smollett, Tobias George	1748		['adventure', 'preface']			['Roderick Random']			
260923	The true anti-Pamela: or, memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. Interspers'd with many curious and entertaining love-letters which passed between them. The second edition, carefully revised. [ Price three shillings.]		1742		['amour', 'edition', 'himself', 'love-letter', 'memoir', 'organist', 'price', 'shilling']	['curious', 'entertaining', 'late', 'true']	['Herefordshire', 'Monmouthshire', 'Ross']	['Dr. Galen', 'Miss -----', 'Mr. James Parry', 'anti-Pamela']			
260926	Grecian tales: or, the entertaining adventures of Neoptolemus, son of Achilles. Translated from the French.	Chansierges	1742		['Preface', 'adventure', 'content', 'son', 'table', 'tale']	['French', 'Grecian', 'entertaining']		['Achilles', 'Neoptolemus', 'Robert Humphreys, Esq']			
260928	Persiles and Sigismunda: a celebrated novel. Intermix'd with a great variety of delightful histories and entertaining adventures. Written in Spanish by Michael de Cervantes Saavadera, author of Don Quixote. Translated into English from the original. Vol. I	Cervantes Saavedra, Miguel de	1745		['adventure', 'author', 'history', 'novel', 'original', 'variety']	['English', 'Spanish', 'celebrated', 'delightful', 'entertaining', 'great']		['Don Quixote', 'Michael de Cervantes Saavadera', 'Persiles', 'Sigismunda']			
260957	Miscellaneous amusements for the year MDCCXLIV, or, the world turn'd inside out. Being reflections on men, manners and opinions. Adapted to the present times. By the author of a late well-receiv'd pamphlet. Vol. I.	Sedgewick, O	1744		['amusement', 'author', 'manner', 'men', 'opinion', 'preface', 'reflection', 'time', 'world', 'year']	['Miscellaneous', 'late', 'miscellaneous', 'present', "well-receiv'd"]				['pamphlet']	
260965	Two humorous novels, viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving an account of their lives and various adventures; interspers'd  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv'd with. II. The comical history of Rinconete and Cortadillo. Both written by the celebrated author of Don Quixote. And now first translated from the Spanish original. The second edition.	Cervantes Saavedra, Miguel de	1742		['Dedication', 'Letter', 'account', 'adventure', 'author', 'character', 'city', 'county', 'dialogue', 'dog', 'edition', 'employment', 'governor', 'history', 'humour', 'life', 'master', 'novel', 'original', 'reflexion', 'reverend', 'sentiment']	['Spanish', 'celebrated', 'comical', 'different', 'diverting', 'honourable', 'humorous', 'right', 'various']	['Chesterfield', 'Derby', 'Hospital of the Resurrection', 'Huntingdon', 'Repton School', 'Valladolid']	['Bergansa', 'Cortadillo', 'Don Quixote', 'Mr. Beach', 'Mr. Fletcher', 'Mr. John Bower', 'Philip Earl', 'Rinconete', 'Rowland Cotton, Esq', 'Scipio', 'Theophilus Earl']			['']
260971	The history of John Bull. Part III. Containing, among many other curious particulars, a faithful narrative of the most secret and important transactions of the worshipful and ancient family of the Bulls, from August 1, 1714 to June 11, 1727. Publish'd from the manuscripts of that learned and celebrated biographer, the late Sir Humphry Polesworth, author of the first and second parts of this work, publish'd in 1712. By Nathan Polesworth, Sir Humphry's nephew and sole executor.		1744		['author', 'biographer', 'executor', 'family', 'history', 'manuscript', 'narrative', 'nephew', 'part', 'particular', 'transaction', 'work']	['ancient', 'celebrated', 'curious', 'faithful', 'first', 'important', 'late', 'learned', 'many', 'most', 'other', 'second', 'secret', 'sole', 'worshipful']		['', 'Bull', 'John Bull', 'Nathan Polesworth', 'Sir Humphry', 'Sir Humphry Polesworth']			
260972	An authentic copy of the last will and testament of the Reverend Dr. Swift, Dean of St. Patrick's, Dublin. To which is added some explanatory notes, by the publisher.		1745		['copy', 'note', 'publisher', 'testament', 'will']	['authentic', 'explanatory', 'last', 'some']	['Dublin']	["Reverend Dr. Swift, Dean of St. Patrick's"]			
260987	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, then a captain of several ships. Vol. I.	Swift, Jonathan	1748		['captain', 'nation', 'ship', 'surgeon', 'travel', 'world']	['remote', 'several']		['Lemuel Gulliver']			
260993		Swift, Jonathan	1742		['Miscellanies', 'prose', 'verse', 'volume']			['Dr. Swift']			
260994	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fourth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1742		['1712', 'Love', 'Miscellanies. In', 'Miscellany', 'asterisk', 'edition corrected: with', 'history', 'manuscript', 'pieces in', 'pit', 'prose. Vol. I. By', 'verse', 'verse and', 'volume', 'volumes. By', 'year']	['additional', 'bottomless', 'famous', 'four', 'fourth', 'second', 'several', 'third']		['', 'Dr. Arbuthnot', 'Dr. Arbuthnot,', 'Dr. Swift', 'Dr. Swift,', 'Dr. Swift.', 'John Bull', 'Mr. Gay', 'Mr. Pope', 'Sir H. Polesworth', 'The']		['', 'cabinet']	
260995	Miscellanies in four volumes. By Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay. The fourth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1742		['Miscellany', 'Preface', 'Preface.', 'asterisk *', 'content', 'edition', 'history', 'love', 'manuscript', 'miscellany', 'piece', 'pit', 'prose', 'tome', 'verse', 'verses', 'volume', 'work', 'year']	['additional', 'bottomless', 'corrected', 'famous', 'second', 'several']		['', 'Dr. Arbuthnot', 'Dr. Swift', 'John Bull', 'Mr. Gay', 'Mr. Pope', 'Sir H. Polesworth']		['cabinet']	
260996	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1747		['1712', 'Love', 'Miscellanies', 'Miscellanies. In', 'Miscellany', 'asterisk', 'edition corrected: with', 'history', 'manuscript', 'pieces in', 'pit', 'prose. Vol. I. By', 'verse', 'verse and', 'volume', 'volumes. By', 'year']	['additional', 'bottomless', 'famous', 'fifth', 'four', 'fourth', 'second', 'several', 'third']		['', 'Dr. Arbuthnot', 'Dr. Arbuthnot,', 'Dr. Swift', 'Dr. Swift,', 'Dr. Swift.', 'John Bull', 'Mr. Gay', 'Mr. Gay.', 'Mr. Pope', 'Mr. Pope,', 'Sir H. Polesworth', 'The', 'and']		['', 'cabinet']	
260997	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1747		['', '1712', 'Love', 'Miscellanies', 'Miscellany', 'asterisk', 'history', 'manuscript', 'piece', 'pit', 'prose', 'verse', 'volume', 'year']	['additional', 'bottomless', 'famous', 'fifth', 'four', 'fourth', 'second', 'several', 'third']		['', 'Dr. Arbuthnot', 'Dr. Swift', 'John Bull', 'Mr. Gay', 'Mr. Pope', 'Sir H. Polesworth']		['cabinet']	
260998	The works of Dr. Swift. Tome III. Consisting of miscellanies in verse.	Swift, Jonathan	1747		['asterisk', 'edition', 'history', 'love', 'manuscript', 'miscellany', 'piece', 'pit', 'prose', 'tome', 'verse', 'work', 'year']	['additional', 'bottomless', 'corrected', 'famous', 'fifth', 'several']		['', 'Dr. Arbuthnot', 'Dr. Swift', "Dr. Swift's", 'John Bull', 'Mr. Gay', 'Mr. Pope', 'Sir H. Polesworth']		['cabinet']	
260999	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, then a captain of several ships. The fifth edition.	Swift, Jonathan	1747		['Travel', 'captain', 'nation', 'part', 'ship', 'surgeon', 'world']	['four', 'remote', 'several']		['', 'Lemuel Gulliver']			
261003	Memoirs of an unfortunate young nobleman, return'd from a thirteen years slavery in America, where he had been sent by the wicked contrivances of his cruel uncle. A story founded on truth and address'd equally to the head and heart.		1743		['Memoir', 'contrivance', 'head', 'heart', 'nobleman', 'slavery', 'story', 'truth', 'uncle', 'year']	['cruel', 'thirteen', 'unfortunate', 'wicked', 'young']	['', 'America']				
261005		Quevedo, Francisco de	1742	['The Visions of Hell']	['Spanish', 'works']	['comical']		['Don Francisco de Quevedo']			
