id	title	author	date	a	b	c	d
260691	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader. The second edition.	Kirkby, John	1746	['First-person']	['Third-person']		
260692	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Translated from a French manuscript. In two volumes. Vol. I.		1746	['First-person']	['Epistolary']		
260693	Leonora: or, characters drawn from real life. Containing a great variety of incidents: Interspers'd with reflections moral and entertaining. In two volumes. The second edition.		1745	['First-person']	['Epistolary']		
260695	The silph's resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]		1742	['Third-person']			
260696	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader.	Kirkby, John	1745	['First-person']	['Third-person']		
260697	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.	Arbuthnot, Archibald	1746	['Third-person']			
260699	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.	Fielding, Sarah	1747	['Epistolary', 'First-person']			
260700	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748	['Epistolary']			
260701	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748	['Epistolary']			
260702	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.	Haywood, Eliza Fowler	1746	['Third-person']	['Epistolary']		
260703	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748	['Third-person']			
260704	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748	['Third-person']			
260705	The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)		1748	['Third-person']	['First-person', 'Letter(s)', 'Poem(s)']		
260706	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;	Fielding, Henry	1749	['Third-person']	['First-person']		['Fielding uses the authorial first person and addresses the reader often. Contains the occasional letter.']
260707	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poem(s)']		
260708	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poem(s)']		
260709	The governess; or, little female academy. Being the history of Mrs. Teachum, and her nine girls. With their nine days amusement. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.	Fielding, Sarah	1749	['Third-person']	['First-person']		
260710	Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.		1749	['Third-person']	['Epistolary']		
260711	The history of the human heart: or, the adventures of a young gentleman.		1749	['Third-person']	['Epistolary', 'First-person']		
260712	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744	['Third-person']			
260713	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744	['Third-person']			
260715	Miscellanies by Henry Fielding Esq; in three volumes.	Fielding, Henry	1743	['Epistolary']	['Poem(s)', 'Essay(s)', 'First-person']		
260717	The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.		1749	['First-person']			
260719	The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late ambassador at the Ottoman Port: interspersed with the surprising adventures of several other slaves. By Abbot Provost. Almoner to his serene highness the Prince of Conti. Vol. I.	PreÃÅvost, abbeÃÅ	1741	['First-person']			
260720	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.	Fielding, Henry	1743	['Third-person']	['Epistolary']		
260721		Fielding, Henry	1742	['Third-person']	['Epistolary']		
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Epistolary']	['Verse', 'Third-person']		
260813	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poem(s)']		
260864	The travels and adventures of Mademoiselle de Richelieu. Cousin to the present Duke of that name. Who made the tour of Europe, dressed in men's cloaths, attended by her maid Lucy as her valet de chambre. Now done into English from the Lady's own manuscript. By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt. Vol. I.	Erskine	1744	['First-person']			
260865	The adventures of Roderick Random. In two volumes. Vol. I. The second edition.	Smollett, Tobias George	1748	['First-person']	['Epistolary']		
260867	Memoirs of an unfortunate young nobleman, return'd from a thirteen years slavery in America, where he had been sent by the wicked contrivances of his cruel uncle. A story founded on truth and address'd equally to the head and heart.	Annesley, James	1743	['Epistolary']	['Third-person']		
260902	Felicia to Charlotte: Being letters from a young lady in the country, to her friend in town. Containing a series of the most interesting vents, interspresed with moral reflections; chiefly tending to prove, that the seeds of virtue are implanted in the mind of every reasonable being.	Collyer, Mary	1744	['Epistolary']			
260913	The fair moralist. Or, love and virtue. A novel. By Mrs. Charlotte McCarthy. The second edition, corrected, and improv'd. To which is added, the author's observations, or, a looking-glass for the fair sex. Also several additional poems, never before publish'd. By the same.	McCarthy, Charlotte	1746	['Third-person']	['First-person']	['Poem(s)']	
260921	The adventures of Roderick Random. Vol. I.	Smollett, Tobias George	1748	['First-person']	['Epistolary']		
260923	The true anti-Pamela: or, memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. Interspers'd with many curious and entertaining love-letters which passed between them. The second edition, carefully revised. [ Price three shillings.]		1742	['First-person']	['Epistolary']		
260926	Grecian tales: or, the entertaining adventures of Neoptolemus, son of Achilles. Translated from the French.	Chansierges	1742	['First-person', 'Third-person']			
260928	Persiles and Sigismunda: a celebrated novel. Intermix'd with a great variety of delightful histories and entertaining adventures. Written in Spanish by Michael de Cervantes Saavadera, author of Don Quixote. Translated into English from the original. Vol. I	Cervantes Saavedra, Miguel de	1745	['First-person']			
260957	Miscellaneous amusements for the year MDCCXLIV, or, the world turn'd inside out. Being reflections on men, manners and opinions. Adapted to the present times. By the author of a late well-receiv'd pamphlet. Vol. I.	Sedgewick, O	1744	['First-person']	['Poem(s)']		
260965	Two humorous novels, viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving an account of their lives and various adventures; interspers'd  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv'd with. II. The comical history of Rinconete and Cortadillo. Both written by the celebrated author of Don Quixote. And now first translated from the Spanish original. The second edition.	Cervantes Saavedra, Miguel de	1742	['First-person']			
260971	The history of John Bull. Part III. Containing, among many other curious particulars, a faithful narrative of the most secret and important transactions of the worshipful and ancient family of the Bulls, from August 1, 1714 to June 11, 1727. Publish'd from the manuscripts of that learned and celebrated biographer, the late Sir Humphry Polesworth, author of the first and second parts of this work, publish'd in 1712. By Nathan Polesworth, Sir Humphry's nephew and sole executor.		1744	['Third-person']			
260972	An authentic copy of the last will and testament of the Reverend Dr. Swift, Dean of St. Patrick's, Dublin. To which is added some explanatory notes, by the publisher.		1745	['First-person']			
260987	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, then a captain of several ships. Vol. I.	Swift, Jonathan	1748	['First-person']			
260989	The life and exploits of the ingenious gentleman Don Quixote de la Mancha . Translated from the original Spanish of Miguel Cervantes de Saavedra. By Charles Jarvis, Esq; in four volumes Volume the first.	Cervantes Saavedra, Miguel de	1747	['Third-person']			
260994	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fourth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1742	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
260995	Miscellanies in four volumes. By Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay. The fourth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1742	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
260996	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1747	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
260997	Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.	Swift, Jonathan	1747	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
260998	The works of Dr. Swift. Tome III. Consisting of miscellanies in verse.	Swift, Jonathan	1747	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
260999	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, then a captain of several ships. The fifth edition.	Swift, Jonathan	1747	['First-person']			
261003	Memoirs of an unfortunate young nobleman, return'd from a thirteen years slavery in America, where he had been sent by the wicked contrivances of his cruel uncle. A story founded on truth and address'd equally to the head and heart.		1743	['Epistolary']	['Third-person']		
261059	The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes. Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. The sixth edition, revised and corrected.	Swift, Jonathan	1744	['First-person', 'Epistolary']	['Third-person', 'Letter(s)', 'Poem(s)', 'Sheet music']		
261061	The remarkable affecting case and dying works of Mr. Archibald Oswald, an ensign in the young pretender's service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds. Published at his dying request by the Rev. Mr. John Drummond, of Bellzie-Hills, who attended the unfortunate gentleman in his last hours.	Drummond, John	1745	['First-person', 'Third-person']			
261067	Travels into Turkey: containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins &c. The whole being a series of remarkable observations and events, interspers'd with great variety of entertaining incidents, never before printed. Translated from the original Latin of the learned A. G. Busbequius. With memoirs of the life of the illustrious author.	Busbecq, Ogier Ghislain de	1744	['Epistolary']			
261068	Mogul tales, or, the dreams of men awake: being stories told to divert the grief of the Sultana's of Guzarat, for the supposed death of the sultan. Written in French by the celebrated Mr. Guelletee, author of The Chinese tales, &c. Now first translated into English. In two volumes, adorned with proper cuts, neatly engraven on copper plates. The second edition. Vol. I.	Gueullette, Thomas-Simon	1743	['First-person']			
261087	The memoirs of the Baron du Tan. To which is added the Calabrian: or, the history of Charles Brachy, and the hermit. Translated from the French of Madame de Gomez, author of La Belle Assemblee, -- By a gentleman.	Gomez	1744	['Third-person', 'First-person']			
261156	The busy-body: or, successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspersed with several humorous stories. The whole containing great variety and adventures, equally instructive and diverting. Vol. I.	Mouhy, Charles de Fieux	1742	['First-person']			
261486	The comical works of Don Francisco de Quevedo, author of the visions of Hell: Containing I. The night-adventures, or the day-hater. II. The life of Paul, the Spanish sharper. III. Fortune in her wits, or the hour of all men. IV. A proclamation by Old Father Time. V. A treatise of all things whatsoever. VI. Letters upon several occasions. Translated from the Spanish.	Quevedo, Francisco de	1742	['Epistolary']	['First-person', 'Third-person']		
276044	A Trip to the Jubilee by a Gentleman that was at the late Grand One at Rome. Containing A Diverting Account of the most remarkable Occurences in his Travels thro' France, Milan, Venice, Florence, &c. till his arrival at Rome. Also, a description of the Religious Processions and Ceremonies us'd in their Churches, Streets and Woods; which, as being the Jubilee Year, was kept in most of the Cities and Towns he pass'd thro' in his Journey. Likewise the debauch'd Lives and Intrigues of the Lustful Priests and Nuns. With a relation of their method of confession, and absolving each other, and the reasons given by father C-----k, superior to the Irish Jesuits Cloyfter at Ghent, for the many Romish priests there is in England. With an account of the fallacy made use of in the opening the holy gate of St. Peter's church, and a pleasant description of the whole ceremony of the grand Jubilee at Rome.	A. F	1750	['First-person']			
276049	A Complete History of James Maclean, the gentleman highwayman, who was executed at Tyburn, on Wednesday, October 3, 1750, for a Robbery on the Highway. Containing the particulars of his life, from his birth to his death. In which is included, an Account of the Robberies he commited with his Companion Plunket. And a Series of letters, that pass'd between him and Plunket, as well during the time he was in Holland, as in England; in which are open'd some extraordinary scenes. Also, the particulars of their fortune-hunting schemes; in which Maclean generally pass'd for a gentleman of worth, and Plunket personated his footman. Likewise a number of original letters sent to Maclean by different ladies, some of which contain narratives of facts so exceeding tender, as must raise pity and compassion in the breast of every reader. The whole adorn'd with a very neat picture of Maclean, taken from the life, while under sentence, drawn and engrav'd by Mr. Boitard.		1750	['Epistolary']	['First-person', 'Third-person', 'Epistolary']		
276050	A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue.  By a gentleman on his travels.  The fourth edition.	Scott, Sarah	1778	['First-person']			['Begins ""Dear Sir"" but does not appear to be epistolary"']
276066	Pamela's conduct in high life. Publish'd from her original papers to which are perfix'd, several curious letters written to the editor on the subject.	Kelly, John	1741	['Epistolary']			
276068	Pamela: Or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. Now first published in order to cultivate the principles of virtue and religion in the minds of the youth of both sexes. A narrative which has its foundation in truth and nature; and at the same time that it agreeably entertains, by a variety of curious and affecting incidents, is intirely divested of all those images, which, in too many pieces calculated for amusement only, tend to inflame the minds they should insruct. In two volumes. Vol. I.	Richardson, Samuel	1741	['Epistolary']	['Third-person', 'Poem(s)']		
276070	Munster village, a novel. In two volumes. Vol. I.	Walker, Mary	1778	['Third-person']	['Letter(s)']		
276073	Miscellaneous works, comical & diverting: by T.R.D.J.S.D.O.P.I.I. In two parts. I. The tale of a tub; with the fragment, & and the battel of the books; with c considerable additions, explanatory notes, never before printed. II. Miscellanies in prose and verse, by the supposed author of the first part.	Swift, Jonathan	1720	['First-person', 'Third-person']	['Letter(s)', 'Poem(s)', 'Essay(s)']		
276078	Memoirs of the Bashaw Count Bonneval, from his birth to his death: shewing, the motives which induced him to quit the services and dominions of France; his entrance into and sudden rise in the Imperial armies; his exploits in Italy, Hungary, &c. His quarrel with the Marquis de Prie, and its consequences; the true cause of his disgrace at the court of Vienna; and the reasons which occasioned him to seek an asylum amongst the Turks; with his various fortunes, while in the service of the porte. Interpreted throughout with an entertaining diversity of secret intrigues, amorous adventures, military and political achievements, being, in effect, the secret history of Europe for the best part of the current century.		1750	['Epistolary']	['First-person']		
276081	Love upon tick: or, implicit gallantry. Exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour. In which the whole mechanism of that passion is expos'd, and made obvious to the meanest capacity.		1724	['Epistolary']	['Third-person']		
276082	Letters from Altamont in the capital, to his friends in the country.	Jenner, Charles	1767	['Epistolary']			
276083			1778	['Epistolary']	['Poem']		
276085	Kanor, a tale. Translated from the Savage.	Fagnan, Marie-Antoinette	1750	['Third-person']			
276087	Horrid mysteries. A story. From the German of the Marquis of Grosse. By P. Will. In four volumes. Vol. I.	Grosse, Carl	1796	['First-person']			
276089	Fanny: or, the amours of a west-country lady. Contained in a series of genuine letters. Interspersed with some entertaining particulars, during her travels abroad. In two volumes. Vol. I.		1755	['Epistolary']			
276099	Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia, and Japan.  Translated from the originals into French, by the Marquis d'Argens, author of the Lettres Juives, or Jewish Spy; and now done into English.	Argens, Jean-Baptiste de Boyer	1741	['Epistolary']			
276105	Young Grandison. A series of letters from young persons to their friends. Translated from the Dutch of Madame de Cambon. With alterations and improvements. In two volumes. Vol. I.	Cambon	1790	['Epistolary']	['Dramatic dialogue']		
276107	The works of Petronius Arbiter, in prose and verse. Translated from the original Latin. By Mr. Addison. To which are preix'd the Life of Petronius, done from the Latin.: And a character of his writings by Monsieur St. Evremont.	Petronius Arbiter	1736	['First-person']	['Verse']		
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['Third-person']	['First-person']	['Poems']	
276115	The power of love: in seven novels viz. I. The fair hypocrite. II. The physician's strategem. III. The wife's resentment. IV. V. The husband's resentment. In two examples. VI. The happy fugitives. VII. The perjur'd beauty. Never before published. By Mrs. Manley	Manley	1720	['First-person']	['Epistolary']		
276116	The nominal husband: or, the distress'd innocence. A true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernised for the service of the youth of both sexes.		1750	['Third-person']			
276117	The man of experience; or, the adventures of Honorius. In two volumes. Vol. I. By Mr. Thistlethwaite.	Thistlethwaite, James	1778	['First-person']	['Third-person']	['Verse']	
276120	The life of Mr. John Van, a clergyman's son, of Woody, in Hampshire. Being a series of many extraordinary events, and surprizing vicissitudes: in which are shewn, among a great number of singular and merry occurrences, his entrance into the army as a trooper; his bravery against the rebels; his marriage with an heiress of eight hundred pounds a year, at St. Ive's in Huntingdonshire; his conduct in high life, his favours from fortune and reduction to poverty. Written by his friend and acquaintance, G.S. Green. In two volumes. Vol. I. ( Price 6s. Bound)	Green, George Smith	1750	['Third-person']	['Poem(s)', 'Dialogue']		
276122	The life and adventures of Joe Thompson. A narrative founded on fact. Written by himself. In two volumes.	Kimber, Edward	1750	['First-person']	['Letters']		
276123	The history of Tom Jones the foundling, in his married state. -Utile dulci.		1750	['Third-person']	['Letters', 'First-person']	['Poem(s)']	
276124	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who, tho' deaf and dumb, writes down any stranger's name at first sight; with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720	['Third-person', 'First-person']	['Letter(s)']		
276126	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who tho' deaf and dumb, writes down any stranger's name at first sight: with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720	['Third-person', 'First-person']	['Letter(s)']		
276127	The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.		1772	['Epistolary']			
276128	The history of Eliza Warwick. In two volumes. Vol. I.		1778	['Epistolary']			
276130	The history of Cornelia.	Scott, Sarah	1750	['Third-person', 'First-person']			
276131	The history of Charlotte Summers, the fortunate parish girl. The second edition corected. In two volumes. Vol. I.		1750	['First-person']			
276133	The history and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane. Translated from the Spanish original.		1741	['First-person']			
276135	The example: or the history of Lucy Cleveland. By a young lady. Vol. I.	Young lady	1778	['Epistolary']			
276136	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the Oriental tongues. ( Price one shilling.)	Lyttelton, George Lyttelton	1741	['Third-person']	['First-person']		
276139	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I. The second edition.		1750	['Third-person']	['First-person']		
276140	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I.		1750	['Third-person']	['First-person']		
276156	Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.	Defoe, Daniel	1720	['First-person']	['Poem(s)']		
276157	The devil turn'd hermit, or, the adventures of Astaroth banish'd from hell. A satirical romance. Exposing, with great variety of humour, in a series of conversations between that demon and the author, -- The scandalous frauds, lewd amours, and devout mockery of the monks and nuns; the intrigues of courts; the ambition, avarice, and cruelty of ministers; the insincerity, luxury, prostitution, and ingratitude of many private characters; with other capital vices of the present age. Founded chiefly on real facts, and interspersed with the portraits and secret history of most of the considerable persons that have lived in Europe within these thirty years past. Translated from the original French of Mr. de M * * *.	Lambert de Saumery, Pierre	1741	['First-person']	['Third-person', 'Poem(s)']		
276158	Pure love: a novel. Being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt. Containing, I. Her love for the Prince of Westphalia, who was taken prisoner by the Turks, and made a slave. II. Evaristus his companion, his story of the Prince of Westphalia their engagement with some Corsairs, or Pyrates; their shipwreck, and arrival at the Christian army giving a full account of the battle. III. Mustapha, the grand vizier, his love for Zulima. IV. The sultan's love for Leonora, &c. Translated from the French of Monsieur Le Noble.	Le Noble, Eustache	1750	['Third-person']	['Letter(s)']		
340844	The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.		1772	['Epistolary']			
340846	The adventures of a bank-note. In two volumes. Vol. I.	Bridges, Thomas	1770	['First-person']		['Verse']	
340848	The man of feeling.	Mackenzie, Henry	1771	['First-person']			
340850	The adventures of a hackney coach. The fourth edition corrected.		1781	['First-person']		['Poems']	
340854	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	['First-person']			
340856	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	['First-person']			
340910	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic, and European.	Scott, Helenus	1783	['First-person']			
340911	The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.		1775	['First-person']	['Letters']		['First-person narrator is a cork-screw possessed by a human spirit']
341318	The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.	Smollett, Tobias George	1770	['First-person']	['Letters']		
