id	title	author	date	other works	nouns	adjectives	places	persons	verbs	material objects	adverbs
260736	The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	Byron, Medora Gordon	1810		['Englishwoman', 'affluence', 'alderman', 'author', 'castle', 'days', 'hour', 'indigence', 'peer', 'villa']	['ancient', 'modern']		['Miss Byron']			
260737	The Englishman in Paris; a satirical novel. With sketches of the most remarkable characters that have recently visited that celebrated capital. In three volumes. Vol. I.		1819		['Englishman', 'capital', 'character', 'novel', 'sketch']	['remarkable', 'satirical']	['Paris']				
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814		['author', 'discipline', 'novel', 'self-control']						
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818		['Bible', 'Christian', 'character', 'conduct', 'drama', 'education', 'fortune', 'heart', 'hint', 'importance', 'influence', 'life', 'manner', 'moral', 'people', 'person', 'piece', 'piety', 'princess', 'principle', 'rank', 'religion', 'society', 'story', 'stricture', 'subject', 'system', 'tale', 'thought', 'view', 'women', 'work']	['common', 'female', 'general', 'great', 'middle', 'modern', 'practical', 'sacred', 'several', 'young']		['Hannah More']			
260742		Grant, Anne MacVicar	1813		['correspondence', 'lady', 'letters', 'mountains', 'years']	['real']					
260743	A world without souls, and the velvet cushion by J.W. Cunningham, A.M. Vicar of Harrow	Cunningham, J. W	1815		['Vicar', 'cushion', 'souls', 'world']	['velvet']	['Harrow']	['J.W. Cunningham']			
260745	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.		1813		['Congress', 'House', 'Indians', 'President', 'Representatives', 'Senate', 'account', 'anecdote', 'animal', 'captain', 'climate', 'commerce', 'custom', 'description', 'dictionary', 'estimate', 'gold', 'information', 'introduction', 'manner', 'message', 'mine', 'nature', 'produce', 'production', 'readers', 'recommendation', 'river', 'silver', 'soil', 'source', 'testimony', 'tongue', 'travels', 'tribe', 'undertaking', 'value', 'vegetable', 'voyage', 'year']	['Indian', 'ample', 'arduous', 'complete', 'entertaining', 'faithful', 'following', 'interesting', 'novel', 'pleasing', 'several', 'useful', 'various']	['Missouri', 'United States']	['Clarke', 'Lewis', 'William Fisher, Esq.']			
260747	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	West	1814		['author', 'loyalists', 'romance']	['historical']		['Alicia de Lacy']			
260751	Maria; or, the Hollanders: by Louis Buonaparte.  In three volumes.  Vol. I.	Louis Bonaparte	1815		['Hollander']			['Louis Buonaparte', 'Maria']			
260752	Amatonda. A Tale, From the German of Anton Wall.	Wall, Anton	1811		['German', 'tale']			['Amatonda', 'Anton Wall']			
260755	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.	Foster, Hannah Webster	1811		['coquette', 'fact', 'history', 'lady', 'novel']		['Massachusetts']	['Eliza Wharton']			
260757	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	Parker, Emma	1811		['heiress', 'novel']		['Belgrove']	['Elfrida', 'Emma Parker']			
260758		Rose, Edward H	1811		['bellows-mender', 'day', 'preface', 'romance', 'sea-devil', 'seaman', 'son']	['present', 'tragi-comic']		['Edward Rose']			
260759	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.	Klopstock, Friedrich Gottlieb	1811		['argument', 'book', 'introduction', 'messiah', 'notes', 'poetry', 'volume']	['German', 'divine', 'explanatory', 'first', 'last', 'sixteen', 'three', 'two']		['Klopstock', 'Mrs. Collver', 'Mrs. Meeke']			
260760	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811		['addition', 'tale']	['serio-ludicro', 'tragico-comico']		["Think's-I-to-myself"]			
260761	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811		['addition', 'tale']	['serio-ludicro', 'tragico-comico']		["Think's-I-to-myself"]			
260762	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	West	1810		['author', 'father', 'refusal', 'tale', 'time']	['infidel']					
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811		['Advertisement', 'Apology', 'Author', 'Battle', 'Books', 'Bookseller', 'Dedicatory', 'Discourse', 'Epistle', 'Fragment', 'Friday', 'Letter', 'Preface', 'Reader', 'Spirit', 'account', 'author', 'battle', 'books', 'commonwealth', 'digression', 'friend', 'improvement', 'madness', 'mankind', 'notes', 'operation', 'original', 'others', 'tale', 'tub', 'use']	['Ancient', 'Full', 'Modern', 'ancient', 'explanatory', 'honourable', 'mechanical', 'modern', 'right', 'true', 'universal']	["St. James's Library"]	['John Lord Sommers', 'Royal Highness Prince Posterity', 'W. Wotton, B.D.']			
260765			1810		['account', 'death', 'epitaph', 'farm', 'hymn', 'industry', 'life', 'reader', 'riches', 'she', 'stone', 'tomb']	['good', 'great', 'sudden']		['Dame Partlet']	['obtained']		
260767		Barrett, Eaton Stannard	1811		['anecdotes', 'characters', 'cure', 'gaming', 'life', 'metropolis']	['high', 'living']		['Cervantes Hogg']			
260768		Cottin	1810		['French', 'crusade', 'introduction', 'romance']	['historical']		['J. Michaud', 'Madame Cottin', 'Malek Adhel', 'Matilda', 'Saracen']			
260770		Hunter, Rachel	1810		['Letters', 'daughter', 'morality', 'narratives']	['entertaining']		['Mrs. Hunter', 'Mrs. Palmerstone']			
260771		Cottin	1810		['Highness', 'Preface']	['Royal']		['Princess Charlotte of Wales']			
260772	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1810	['Octavia', 'Walsh Colville']	['lake', 'novel', 'volumes']		['Killarney']	['Anna Maria Porter']			
260774	The old manor house, a novel, by Charlotte Smith.  a new edition, in two volumes. Vol. I.	Smith, Charlotte Turner	1810		['edition', 'house', 'manor', 'novel']	['new', 'old']		['Charlotte Smith']			
260775	Forest of Montalbano: a novel.  In four volumes.  By the author of ""Santo Sebastiano,"" and ""The Romance of the Pyrenees.""   Vol. I.	Cuthbertson, Catherine	1810		['Forest', 'Romance', 'author', 'novel']		['Montalbano', 'Pyrenees']	['Santo Sebastiano']			
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810		['preface', 'romance']	['historical']	['Brittanny']	['Anne of Brittanny']			
260777	Julia de Vienne. A novel. In four volumes. Imitated from the French, by a lady. Vol. I.	A Lady	1811		['highness', 'lady', 'novel']	['French', 'royal']		['Julia de Vienne', 'Prince of Wales']			
260779	Bath and London; or, scenes in each. A novel. In four volumes. Vol. I.		1811		['novel', 'scene']			['Bath', 'London']			
260780	The officer's daughter; or, A visit to Ireland in 1790. By the daughter of a captain in the Navy, deceased.  In four volumes. Vol. I.	Walsh	1810		['Navy', 'captain', 'daughter', 'officer', 'visit']		['Ireland']				
260781	The avenger; or, the Sicilian vespers: a romance of the thirteenth century, not inapplicable to the nineteenth.  In three volumes.  Vol. I.		1810		['avenger', 'century', 'romance', 'vesper']	['Sicilian']					
260783	Mansfield park: a novel.  in three volumes.  By the author of ""Pride and prejudice."" Vol. I. Second edition.	Austen, Jane	1816		['author', 'novel', 'prejudice', 'pride']			['Mansfield park']			
260784		Austen, Jane	1814	['Pride and prejudice', 'Sense and sensibility']	['novel', 'volumes']		['Mansfield Park']				
260786	Frankenstein; or, The modern Prometheus. In three volumes. Vol. I.	Shelley, Mary Wollstonecraft	1818		['Preface', 'author', 'justice']	['Political', 'modern']		['Caleb Williams', 'Frankenstein', 'Prometheus', 'William Godwin']			
260788	Tales from Shakespeare, designed for the use of young persons. By Charles Lamb. In two volumes. Vol. I.	Lamb, Charles	1813		['content', 'persons', 'tale']	['young']		['Charles Lamb', 'Shakespeare']			
260789		T. B	1819		['death', 'life', 'pranks', 'stealing', 'venison']	['pleasant']	['Edmonton']	['George', 'Merry Deuill', 'Sir John', 'Smug the Smith', 'T.B.']			
260790	Shakespeare's jest book.		1814		['Advertisement', 'Supplement', 'answere', 'book', 'jest', 'question', 'reader', 'tale']	['Merry', 'pleasant', 'quick', 'quicke', 'very', 'wittie']		["Shakespeare's"]			
260792		Harington, John	1814	['Anatomy and Apology', 'Ulysses upon Ajax.']	['metamorphosis', 'satire']	['cloacinean']		['Ajax']			
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819		['bride', 'landlord', 'legend', 'parish-clerk', 'schoolmaster', 'series', 'tale']		['Lammermoor', 'Montrose']	['Gandercleugh', 'Jedediah Cleishbotham']			
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813		['Contents', 'Edition', 'Volume', 'Volumes', 'Works', 'essay', 'genius', 'life']	['New', 'honourable', 'right']		['Arthur Murphy', 'Henry Fielding', 'Lady Mary Wortley Montague']			
260798			1811		['Barons', 'adventures', 'armies', 'combats', 'continuation', 'expeditions', 'exploits', 'travels', 'turtle-feast', 'yacht']	['Eastern', 'renowned', 'surprising', 'various', 'wonderful']	['Cintra', 'Dardanelles', 'Talavera', 'Walcheren']	['Flushing', 'Munchausen']	['attack']		
260799	The Scottish chiefs, a romance. In five volumes. By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms. Second edition. Vol. I.	Porter, Jane	1811		['Errata', 'Note', 'Postscript', 'aphorism', 'author', 'chapter', 'chief', 'content', 'edition.', 'edition1', 'preface', 'remark', 'romance']	['Scottish']	['Warsaw']	['Miss Jane Porter', 'Sidney', 'Thaddeus']			
260800	The spirit of ""the book;"" or, memoirs of Caroline Princess of Hasborough, a political and amatory romance. In three volumes. Vol. I. Edited by Thomas Ashe, Esq.		1811		['Princess', 'book', 'memoir', 'romance', 'spirit']	['amatory', 'political']	['Hasborough']	['Caroline', 'Thomas Ashe, Esq']			
260801	Christmas tales, for the amusement & instruction of young ladies and gentlemen in winter evenings. With cuts by Bewick.		1811		['Christmas', 'amusement', 'cuts', 'evenings', 'gentlemen', 'instruction', 'ladies', 'price', 'shilling', 'tales', 'winter']	['young']		['Bewick']			
260804	Tales of my landlord, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1816		['landlord', 'parish-clerk', 'schoolmaster', 'volumes']	['arranged', 'collected']	['Gandercleugh']	['Jedediah Cleishbotham']			
260807	The heroine, or adventures of Cherubina, by Eaton Stannard Barrett, Esq.  Third edition.  In three volumes.  Vol. I.	Barrett, Eaton Stannard	1815		['adventure', 'heroine', 'reader']	['honorable', 'right']		['Cherubina', 'Eaton Stannard Barrett, Esq.', 'George Canning, &c. &c. &c.']			
260811		Brackenridge, H. H	1819		['adventures', 'captain', 'chivalry', 'servant']	['modern']		['H. H. Brackenridge', "Teague O'Regan"]			
260812	A narrative of the travels of John Vandeluer, on the Western continent. Containing an account of the conversion of an Indian chief and his family to Christianity. Being a letter written by him to his uncle in Philadelphia, in the year 1796.	Vandelure, John	1817		['Christianity', 'account', 'chief', 'continent', 'conversion', 'family', 'narrative', 'travel', 'uncle', 'year']	['Indian', 'Western']	['Philadelphia']	['John Vandeluer']		['letter']	
260815	Armata: a fragment. Sixth edition.	Erskine, Thomas Erskine	1818		['appendix', 'edition', 'fragment', 'introduction']	['sixth']	['Armata']				
260816	The second part of Armataa.  Fourth edition.	Erskine, Thomas Erskine	1818		['Armata', 'preface']						
260817	The vicar of Wakefield, a tale.	Goldsmith, Oliver	1810		['advertisement', 'tale', 'vicar']		['Wakefield']				
260818	The adultress; or, anecdotes of two noble families. A tale. In four volumes. By an english-woman. Vol. I.		1810		['Adulteress', 'Anecdotes', 'English-Woman', 'Family', 'Tale', 'Volume', 'Woman']	['English', 'Four', 'Noble', 'Two']					
260819	Temper, or Domestic Scenes: A Tale, In Three Volumes, By Mrs. Opie. Vol. I.	Opie, Amelia Alderson	1812		['Scenes', 'Tale', 'Temper', 'Volumes']	['Domestic']		['Mrs. Opie']			
260820		Ashe, Thomas	1812		['Memoirs', 'critic', 'estimate', 'manners', 'present', 'principles', 'times']	['correct', 'liberal']		['Henry Percy', 'Thomas Ashe, Esq.']			
260822	The life and advenutres of Peter Wilkins, a Cornish man: taken from his own mouth, in his passage to England, from off Cape Horn in America, in the ship Hector.  By R.S., a passenger in the Hector.  In two volumes.  Vol. I.  A new edition, embellished with engravings.	Paltock, Robert	1816		['Countess', 'adventure', 'edition', 'engraving', 'honourable', 'introduction', 'life', 'man', 'mouth', 'passage', 'passenger', 'ship']	['Cornish', 'honourable', 'new', 'right']	['America', 'Cape Horn', 'England', 'Northumberland']	['Elizabeth, Countess of Northumberland', 'Hector', 'Peter Wilkins', 'R.S']			
260825	The wars of the gulls; an historical romance. In three chapters. Chap. I. Shewing how, and why, and with whom the Gulls went to war. Chap. II. Shewing how the Gulls make the deep to boil like a pot. Chap. III. Shewing how a certain doughty general of the Gulls goes forth to play the game of hull-gull in Upper Canada, ""And from the pinnacle of glory, --- falls headlong into purgatory.""	Bigelow, Jacob	1812		['Certain', 'Chapter', 'Deep', 'Game', 'General', 'Glory', 'Gull', 'Hull-gull', 'Pot', 'Purgatory', 'Romance', 'War', 'Whom', 'pinnacle']	['Doughty', 'Historical', 'Three']	['Upper Canada']		['Boil', 'Fall', 'Go', 'Make', 'Play', 'Shew']	['Pot']	['Forth', 'Headlong', 'How', 'Why']
260826	Rhoda: A Novel. By the Author of ""Things by their right names,"" ""Plain sense,"" &c. Second Edition. In three volumes. Vol. I.	Jacson, Frances	1816	['Plain sense', 'Things by their right names']	['author', 'novel']			['Rhoda']			
260827	Charenton; or, the follies of the age: A philosophical romance. By M. De Lourdoueix. Translated from the french.	De Lourdoueix, M	1818		['Engravings', 'Preface', 'Publications', 'Reference', 'age', 'follies', 'french', 'romance']	['Recent', "Translator's", 'philosophical']	['Charenton']	['Baldwin, Cradock, and Joy', 'M. De Lourdoueix']	['translated from']		
260833	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['Guy Mannering', 'The antiquary', 'Waverley']				['Rob Roy']			
260834	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['Guy Mannering', 'The antiquary', 'Waverley']				['Rob Roy']			
260838	Traits of nature, by Miss Burney. Author of Clarentine, Geraldine Fauconberg, &c. Second edition, in four volumes. Vol. I.	Burney, Sarah Harriet	1812		['author', 'edition', 'nature', 'trait']			['Clarentine', 'Geraldine Fauconberg,', 'Miss Burney']			
260842		Brown, Thomas	1818		['novel', 'volumes']	['satirical']	['Brighton', 'Steyne']				
260843		Roche, Regina Maria	1815	['London Tales', 'Plain Tales', 'Reflective Portraits', 'The Moor']	['Author', 'Novel', 'Volumes']		['Edinburgh']	['Anna', 'Mrs. Roche']			
260847			1819		['tale', 'time', 'volumes']	['olden']		['Robin Hood']			
260850		Bury, Charlotte Campbell	1812		['century', 'self-indulgence', 'tale']	['nineteenth']					
260851		Benson, Maria	1819		['carriage']			['Maria Benson']			
260852	Six Weeks at Long's. By a late resident. Second edition. In three volumes. Vol. I.	Barrett, Eaton Stannard	1817		['Author (text)', 'Preface', 'Weeks', 'edition', 'resident', 'volumes']	['late']	["Long's"]				
260858	The Scottish Adventurers, or, The Way to Rise; An historical tale. By Hector Macneill, Esq. In Two Volumes. Vol. I.	Macneill, Hector	1812		['Adventurers', 'Volumes', 'Way', 'author', 'tale']	['Scottish', 'historical']		['Hector Macneill, Esq.', 'John Campbell', 'Tertius']	['Rise']		
260860	Things by their Right Names; A Novel, In Two Volumes. By a person without a name. Vol. I.	Jacson, Frances	1812		['Author', 'Names', 'Novel', 'Things', 'Volumes', 'name', 'person', 'truth']	['Right', 'dethroned', 'sovereign']					
260861	The bachelor and the married man, or the equilibrium of the ""balance of comfort."" In three Volumes. Vol. I.	Ross	1817		['bachelor', 'balance', 'comfort', 'equilibrium', 'man', 'volumes']	['married']					
260862	Rosamund, countess of Clarenstein. In three volumes. Vol. I.		1812		['Preface', 'countess']			['Clarenstein', 'Rosamund']			
260863	Varieties in woman. A novel, in three volumes. Vol. I.	Bigelow, Jacob	1819		['Varieties', 'novel', 'volumes', 'woman']						
260868	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. I.		1810		['essay', 'novelists', 'prefaces']	['British', 'biographical', 'critical']		['Mrs. Barbauld']			
260869	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. I.	Richardson, Samuel	1810		['Vol. I.', 'Vol. II.', 'Vol. III.', 'Vol. IV.', 'Vol. V.', 'Vol. VI.', 'Vol. VII.', 'Vol. VIII.', 'author', 'children', 'concern', 'content', 'correction', 'distress', 'edition', 'history', 'lady', 'life', 'marriage', 'misconduct', 'name', 'novel-writing', 'origin', 'parent', 'person', 'preface', 'progress', 'sonnet']	['important', 'last', 'new', 'principal', 'private', 'young']		['Clarissa', 'Richardson']			
260870	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XIV.	Richardson, Samuel	1810		['author', 'corrections', 'edition', 'editor', 'history', 'letter.', 'name', 'note', 'person', 'preface', 'series', 'sonnet']	['concluding', 'last', 'new', 'principal']		['Clarissa', 'Mr. Samuel Richardson', 'Pamela', 'Sir Charles Grandison']			
260871	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XVI.	Defoe, Daniel	1810		['account', 'adventure', 'essay', 'globe', 'island', 'life', 'mariner', 'mouth', 'novelist', 'parts', 'preface', 'river', 'travel', 'year']	['British', 'alone', 'biographical', 'critical', 'eight-and-twenty', 'great', 'near', 'surprising', 'three', 'uninhabited']	['Oroonoque', 'York']	['Mrs. Barbauld', 'Robinson Crusoe']			
260872	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XVIII.	Fielding, Henry	1810		['Preface', 'adventure', 'author', 'essay', 'friend', 'history', 'imitation', 'manner', 'novelist', 'preface']	['British', 'biographical', 'critical']		['Cervantes', 'Don Quixote', 'Fielding', 'Henry Fielding, Esq', 'Joseph Andrews', 'Mr. Abraham Adams', 'Mrs. Barbauld.']			
260873	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XIX.	Fielding, Henry	1810		['essay', 'foundling', 'history', 'novelist', 'preface']	['British', 'biographical', 'critical']		['Henry Fielding, Esq.', 'Mrs. Barbauld', 'Tom Jones']			
260874	The old English Baron. A gothic story. The  castle of Otranto. A gothic story. By Horace Walpole. Earl of Orford	Reeve, Clara	1810		['Baron', 'Earl', 'Preface', 'castle', 'edition', 'sonnet', 'story']	['English', 'gothic', 'honourable', 'old', 'right']	['Orford', 'Otranto']	['Clara Reeve', 'Horace Walpole', 'Lady Mary Coke', 'Mrs. Bridgen']			
260875	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIII.	Coventry, Francis	1810		['History', 'Vicar', 'adventures', 'essay', 'lap-dog', 'life', 'novelists', 'prefaces', 'tale']	['British', 'biographical', 'critical']	['Wakefield']	['D r. Goldsmith', 'Goldsmith', 'Henry Fielding, Esq.', 'Mrs. Barbauld', 'Mrs. Coventry', 'Pompey the Little', 'Vicar of Wakefield']		['lap-dog']	
