id	title	author	date	a	d	1	b	2	c	x	v
260666	The modern Griselda. A tale. By Miss Edgeworth, author of The parent's assistant, Tales of fashionable life, Letters for literary ladies, Moral tales, &c. First American edition.	Edgeworth, Maria	1810	["'And since in man right reason bears the sway, -- ' Let that frail thing, weak woman, have her way. '"]	['Title page']				['Pope']		
260667		Edgeworth, Maria	1810	["'And since in man right reason bears the sway, -- ' Let that frail thing, weak woman, have her way. '"]	['Title page']				['Pope']		
260669	The knight of St. John, a romance. By Miss Anna Maria Porter, author of ""The Recluse of Norway,"" &c. &c. &c. In three volumes. Vol. I.	Porter, Anna Maria	1817	["Let its pure flame -- From Virtue flow, and love can never fail -- To warm another's bosom, so the light -- Shine manifestly forth. --"]	['Title page']			["Carey's Dante."]			['v.1']
260669	The knight of St. John, a romance. By Miss Anna Maria Porter, author of ""The Recluse of Norway,"" &c. &c. &c. In three volumes. Vol. I.	Porter, Anna Maria	1817	['We, ignorant of ourselves, -- Beg often our own harms, which the wise Powers -- Deny us, for our good. --']	['Title page']		['Antony and Cleopatra']	['Shakespeare']	['Shakespeare']		['v.2']
260669	The knight of St. John, a romance. By Miss Anna Maria Porter, author of ""The Recluse of Norway,"" &c. &c. &c. In three volumes. Vol. I.	Porter, Anna Maria	1817	['Le denouement de soi-meme et la confiance dans le Ciel font les heros.']	['Title page']				['Sismondi']		['v.3']
260671	The knight of St. John, a romance. By Miss Anna Maria Porter, author of ""The Recluse of Norway,"" &c. &c. &c. In two volumes. Vol. I.	Porter, Anna Maria	1817	["Let its pure flame -- From Virtue flow, and love can never fail -- To warm another's bosom, so the light -- Shine manifestly forth. --"]	['Title page']			["Carey's Dante."]			['v.1', 'v.2']
260682	The itinerant; or, memoirs of an actor. Second edition. In three volumes. Vol. I. By S.W. Ryley.	Ryley, S. W	1817	['""The world\'s a stage, // ""And all the men and women merely players: // ""They have their exits and their entrances; // ""And one man, in his time, plays many parts.""']	['Title page']			['Shakespeare.']			['v.1"']
260685	Coelebs in search of a wife. Comprehending observations on domestic habits and manners, religion and morals. The Fourteenth edition. In two volumes. Vol. I.	More, Hannah	1813	['For not to know at large of things remote -- From ufe, obfeure and fubtle, but to know -- That which lies before us in daily life, -- Is the prime wifdom.']		['Paradise Lost']		['John Milton']	['Milton']		['v.1', 'v.2']
260689	Alexis; or, the young adventurer. A novel.		1746	['Qui capit, ille facit.']	['Title page']						
260690	Memoirs of the love and state-intrigues of the court of H-----; from the marriage of the princess of Z--------, to the tragical death of Count K-----k: a home-truth.		1743	["Time's daughter will appear, although she blush -- To shew her nakedness."]	['Title page']				['---------']	['No author written on epigraph']	
260693	Leonora: or, characters drawn from real life. Containing a great variety of incidents: Interspers'd with reflections moral and entertaining. In two volumes. The second edition.		1745	["These sheets, in moving scenes, display -- The little God's fantastic sway, -- How the fond nymph with rapture burns, -- How love, how reason rules by turns ; -- how wit can triumph, tho' distress'd, -- And be by greatly daring blest."]	['Title page']				['Anon.']		['v.1', 'v.2']
260695	The silph's resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]		1742	["Woman to man first at the blessing giv'n, -- Whilst innocence and love were in their prime ; -- Happy a while in paradise they lay, -- But woman quickly long'd to go astray : -- Some foolish new adventure needs must prove, -- And the first devil she saw, she chang'd her love. -- To his temptations lewdly she inclin'd -- Her soul, and for an apple damn'd mankind"]	['Title page']				['Otway']		
260702	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.	Haywood, Eliza Fowler	1746	["Woman is soft, and of a tender heart, -- Apt to receive, and to retain love's dart: -- Man has a breast robust, and more secure; -- It wounds him not so deep, nor bits so sure."]	['Title page (half)']				['Congreve.']		['v.4']
260706	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;	Fielding, Henry	1749	['Mores hominum multorom vidit.']			['Ars Poetica']		['Horace']	['Translation from Latin to English: ""He saw the customs of many men"']	
260707	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Mores hominum multorum vidit']	['Title page']						['v.1']
260708	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Mores hominum multorum vidit']	['Title page']						['v.1']
260710	Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.		1749	["'Tis our own wisdom moulds our state : -- our faults, or virtues make our fate."]	['Title page']				['Cowley']		
260729	The adventures of Ferdinand Count Fathom. By Dr. Smollett, author of Roderick Random; Peregrine Pickle, &c. &c. In two volumes. Vol. I.	Smollett, Tobias George	1817	['Materiam risus invenit ad omnes -- Occursus hominum -- Ridebat curas, nec non et gaudia vulgi; -- Interdum et lachrymas fundebat.']		['Liber Quartus']		['Juvenalis']			['v.1', 'v.2']
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818	['What, has this thing appeared again to-night?']		['Hamlet']		['Shakespeare']			['v.2', 'v.1']
260735	Self-control: a novel. Volume I.	Brunton, Mary	1811	["His warfare is within. There unfatigued -- His fervent spirit labours. There he fights, -- And there obtains fresh triumphs o'er himself, -- And never-withering wreaths, compared with which -- The laurels that a Caesar reaps are weeds."]		['The Winter Walk at Noon']		['William Cowper']	['Cowper']		
260736	The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	Byron, Medora Gordon	1810	["Passions, like elements, though born to fight, -- Yet, mix'd and soften'd, in the work unite: -- These 'tis enough to temper and employ -- But what composes man can man destroy.  -- Suffice that Reason keep to Nature's road; -- Subject, compound them, follow her and God. -- Love, Hope, and Joy, fair Pleasure's smiling train, -- Hate, Fear, and Grief, the family of Pain; -- These mix'd with art, and to due bounds confi'd, -- Make and maintain the balance of the mind; -- The lights and shades, whose well-accorded strife -- Gives all the strength and colour of our life.  -- Pope."]			['An Essay on Man']		['Alexander Pope']		
260737	The Englishman in Paris; a satirical novel. With sketches of the most remarkable characters that have recently visited that celebrated capital. In three volumes. Vol. I.		1819	["Chaque age a ses plaisirs, son esprit et ses maeurs. - Boileau. -- Je ne sais rien appeler que par son nom, J'appele un chat, un chat, Rollin un Fripon."]	['Title page']				['Boileau']		['v.1', 'v.2', 'v.3']
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814	['All-pitying Heaven, -- Severe in mercy, chastening in love, -- Ofttimes in dark and awful visitation -- Doth interpose ; and leads the wanderer back -- To the straight path. -- Joanna Baillie']	['Title page']				['Joanna Baillie']		['v.1', 'v.2', 'v.3']
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['All the books of the Bible are either most admirable and exalted pieces of poetry, or the best materials in the world for it.']	['Section title page']	['Cowley.']			['Cowley']		['v.1']
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['Religion is for the man in humble life, and to raise his nature, and to put him in mind of a state in which the privileges of opulence will cease, whe he will be equal by nature, and may be more than equal by virtue.  -- Burke on the French Revolution']	['Section title page']				['Edmund Burke']		['v.2']
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['You are the makers of manners -- Shakespeare']	['Section title page']		['Henry V']		['Shakespeare']		['v.3']
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	["In moral actions, Divine law helpeth exceedingly the law of Reason to guide a man's life; but in supernatural, it alone guideth.  Hooker."]	['Section title page']						['v.7']
260747	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	West	1814	["Wisdom is sable garb array'd,/Immers'd in rapturous thought profound,/And melancholy, silent maid,/With leaden eye that loves the ground,/Still on thy solemn steps attend:/ Warm Charity, the general friend,/With Justice to herself severe,/And PIty, dropping soft the sadly-pleasing tear. --"]	['Title-page']	['Ode to Adversity']	['Ode to Adversity']	["Gray's"]	['Gray']		
260757	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	Parker, Emma	1811	['""And yet, believe me, good as well as ill,/Woman\'s at best a contradiction still./Heav\'n when it strives to polish all it can/Its last best work, but forms a softer man."" // ""Reserve with frankness, art with truth ally\'d;/Courage with softness, modesty with pride:/ Fix\'d principles, with fancy ever new,/shake all together and produces - YOU!""']	['Title page']		['Epistle to a Lady']		['Alexander Pope']		['v.1', 'v.2', 'v.3', 'v.4"']
260762	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	West	1810	['O, momentary grace of mortal man, -- Which more hunt for than the grace of God! -- Who builds his hope in air of your fair looks, -- Lives like a drunken sailor on the mast, -- Ready with every nod to tumble down -- Into the fatal bowels of the deep.']	['Title page']				['Shakespeare.']		['v.1', 'v.2', 'v.3']
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811	['Basyma cacabasa eanaa irraumista, diarbada caeota bafobor camelanthi.']			['Iren. Lib. 1. C. 18.']				
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811	['Juvatqye novos decerpere flores, -- Insignemque meo capiti petere inde coronam, -- Unde prius nulli velarunt tempora Musae.']		['Lib. i. 921.']	['Lucret']	['Lucretius']			
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811	['Diu multumque desideratum.']							
260772	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1810	['Qual Sacrificio -- Padre farci -- Se fasse il vincere -- Gli affetti mici -- Opra si facile -- Per questo cor? -- What sacrifice should I make, if conquering my affection -- were an easy task for my heart!']				['Metastasio']			['v.1']
260772	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1810	['Ah, gentle pair, ye little think how nigh -- Your change approaches, when all these delights -- Will vanish, and deliver ye to woe; -- More woe, the more your taste is now to joy.']			['Paradise Lost']	['Milton']	['John Milton']		['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['The union of Bretagne with the French crown under Charles VIII and Lewis XII, and the final extinction of the English influence in France, will always be subjects of general interest, not inferior to the most striking incidents in the page of fiction.']	['Title page']		['History of France']				['v.1', 'v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['O nombre de Valois esclarecido! -- A ti fue concedido -- Ser Padre del Pueblo: con tus favores -- A nueva gloria y esplendor tornaron; -- La Fama resono de sus loores, -- Y las cisnes de Mantua las cantaron.""']	['Title page']				['Valdes']		['v.1', 'v.2"']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Fame prais'd her much, but has not prais'd her more -- Than on a better proof the eye consents to: -- With all that grace and nobleness of mien, -- She might do honour to an emperor's throne -- ... -- The slightest glance of her bewitching eye, -- Those dark blue eyes, ocmmands the inmost soul."]	['Chapter 1']						['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["His big heart throbb'd, and hard and difficult -- Was it to check his grief: upon his cheek -- Anguish was visible."]	['Chapter 2']	['Alfred, an epic poem']		['Joseph Cottle']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["As the fell boar on some rough mountain's head, -- Arm'd with wild terrors, and to slaughter bred, -- When the loud rustic's voice, and shout from far -- Attends the tumult, and expects the war; -- .... -- His foaming tusks both dogs and men engage, -- But most the hunters rouse his mighty rage."]	['Chapter 3']	['The Iliad']		['Alexander Pope']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Their eyes look fire on him who questions them: -- The hollow murmurs of their mutter'd wrath -- Sound dreadful thro' the dark extended ranks, -- Like subterraneous grumblings of an earthquake."]	['Chapter 4']	['Plays on the Passions']		['Joanna Baillie']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["The vengeful hurricane -- Does not with such fantastic writhings toss -- The wood's green boughs, as does convulsive rage -- Their forms with frantic gestures agitate."]	['Chapter 4']	['Plays on the Passions']		['Joanna Baillie']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["A little grief -- Hearts may o'erwhelm, when ills of bolder sort -- Meet due resistance."]	['Chapter 5']	['Alfred, an epic poem']		['Joseph Cottle']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["And I was caught in Folly's snare, -- And join'd her giddy train; -- But found her soon the nurse of care, -- Of punishment, and pain."]	['Chapter 5']	['Stanzas']		['Camoens']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Now mingling hopes and fears impetuous rush -- To swell his lab'ring heart with dread suspense; -- .... -- With new commotion: from his woud'ring soul -- Uncertainty's dark vapour disappears."]	['Chapter 6']	['The progress of love: a poem']		['Martin Kedgwin Masters']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['In this guise I am, -- Hanging on fortune; but the time is come, -- ....']	['Chapter 7']						['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['For often, in a parting hour, -- Victorious Love asserts his power; -- ... -- Can hear, perchance, his last adieu, -- Nor own her share of pain.']	['Chapter 7']	['Court of James of Scotland']		['Sir Walter Scott']			['v.1']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Let the man revolve -- On niceties of right and wrong, who lolls -- On languor's pillow, and hath never felt -- The wrong s I feel...."]	['Chapter 1']	['Alfred, an epic poem']		['Joseph Cottle']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["I saw him, when the martial train with shouts -- Of gratulation hail'd him as he pass'd,  -- The fiercely gleaming sabre in his hand, ...."]	['Chapter 2']						['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["The hero, dauntless, on war's crimson plain -- Hears shouts of joy proclaim the foe's sucess: ...."]	['Chapter 3']	['Poems']		['Kendall, William']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Nor martial shout, nor minstrel tone, -- Announc'd their march: their tread alone, ..."]	['Chapter 4']	['Marmion']		['Sir Walter Scott']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Oh! not corslet's ward, -- Nor truth, as diamond pure and hard, -- Could be thy manly bosom's guard -- Oh you disastrous day!"]	['Chapter 5']	['Marmion']		['Sir walter scott']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['But in my breast -- Some busy thought, some secret eating pang, -- Still restless throbs.']	['Chapter 6']	['Sophonisba']		['James Thomson']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Nor lord nor knight was there more tall, -- Or had a statelier step withal, -- Or look'd more high or keen: -- But his gaunt frame was worn with toil, -- His cheek was sunk, alas! the while; And when he struggled for a smile, -- His eye look'd haggard wild."]	['Chapter 7']	['Marmion']		['Sir Walter Scott']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['Go! cruel tyrant of the human breast! To other hearts thy burning arrows bear; -- Go where fond hope and fair illusion rest: -- Ah! why should love inhabit with despair?']	['Chapter 8']	['Sonnet XXI']		['Supposed To Written By Werter']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['Yes; I admire her, wonder at her beauty; -- And he who does not, is as dull as earth; -- .. -- Of purest white; and on her ample brow -- Sits majesty.']	['Chapter 9']						['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["I woo'd thee with my sword, -- And won thy love, doing thee injuries; -- But I will wed those in another key, -- With pomp, with triumph, and with revelling."]	['Chapter 10']	["A Midsummer Night's Dream", 'Shakespeare']					['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['And yet, awhile, -- Welcome rough war; with all thy scenes of blood, -- Thy roaring thunders, a nd thy clashing steel!....']	['Chapter 9']	['Basil: A Tragedy']		['Joanna Baillie']			['v.2']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["For I was made in joy's despite, -- And meant for misery's siave -- And all my hours of brief delight -- Fled, like the speedy winds of night -- Which soon shall wheel their sullen flight -- Across my grave!"]	['Chapter 1']	['Canzon Spanish']					['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['This jealousy -- Is for a precious creature. As she is rare, -- Must it be great; and as his person mighty, -- Must it be violent.']	['Chapter 2']	["Winter's Tale"]		['Shakespeare']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["And he with hope, and fear, and jealousy, -- For ever toss'd, led an unquiet life; -- ..."]	['Chapter 3']	['De Monfort: A Tragedy']		['Joanna Baillie']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['No, no, it cannot be; and yet my heart -- Will not confess it, own the malady....']	['Chapter 4']	["All's Well that Ends Well"]		['Shakespeare']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['Like the poor manic I linger here, -- Still haunt the scene where all my treasure lies; -- Still seek for flowers where only thorns appear, -- And drink delicious poison from her eyes...']	['Chapter 5']	['SONNET XXI']		['SUPPOSED TO BE WRITTEN BY WERTER']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['This is no time to boast; -- I once had hopes a glorious name to gain; -- Too proud of heart, I did too much aspire;....']	['Chapter 6']			['Joanna Baillie']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Thus call'd to glory! to the first great lot -- Of human kind! O wonder-working hand, -- That, in majestic silence, sways at will -- The mighty movements of unbounded nature..."]	['Chapter 7']	['Tancred and Sigismunda']		['James Thomson']			['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Now thro' th' assembly with majestic steps -- Forth moves their godlike king, with conscious worth -- His gen'rous bosom glowing. He displays -- His godlike presence. Dignity and grace..."]	['Chapter 8']						['v.3']
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	["Thou art my queen, the sovereign of my soul! -- You never reign'd with such triumphant lustre, -- Such winning charms, as now...."]	['Chapter 9']	['Tancred and Sigismunda']		['James Thomson']			['v.3']
260779	Bath and London; or, scenes in each. A novel. In four volumes. Vol. I.		1811	["What is man, -- When the worst heart can wear the brow of Virtue, -- And false appearance smile us to destruction! -- And yet, what is he not, when crown'd with Truth, -- With ev'ry social Virtue. --"]	['Title page']			['Havard']	['Havard']		['v.1', 'v.2', 'v.3', 'v.4']
260786	Frankenstein; or, The modern Prometheus. In three volumes. Vol. I.	Shelley, Mary Wollstonecraft	1818	['Did I request thee, Maker, from my clay -- To mould me man?  Did I solicit thee -- From darkness to promote me? ----']	['Title page']	['Paradise Lost']	['Paradise Lost']		['John Milton']		['v.1', 'v.2', 'v.3']
260790	Shakespeare's jest book.		1814	['That I was distainful,--and that I had my good wit out of The Hundred Merry Tales;--Well, this was Signor Benedick that said so. //']	['Title page']	['Much Ado About Nothing. Act 2. Sc. 1.']					
260790	Shakespeare's jest book.		1814	['Non semperea sunt, que videntur; decipit// Frons prima multos.']	['Middle']	['Phaedrus, Lib. iv. in prol.']					
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819	['Ahora bien, dixo el Cura, traedme, senor huesped, aquesos libros, que los quiero ver. Que me piace, respondio el, y entrando, en su aposento, saco del una maletilla vieja cerrada con una cadenilla, y abriendolo, hallo en ella tres libros grandes y unos papeles de muy buena letra escritos de mano. -- Don Quixote, Parte I. Capitulo 32.  -- It is mighty well, said the priest; pray, landlord, bring me those books, for I have a mind to see them. With all my heart,"" answered the host; and, going to his chamber, he brought out a little old cloke-bag, with a padlock and chain to it, and opening it, he took out three large volumes, and some manuscript papers written in a fine character. -- Jarvis\'s Translation.']	['Leaf facing title page']						['v.1"']
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819	["Hear, Land o' Cakes and brither Scots, -- Frae Maidenkirk to Jonny Groats', -- If there's a hole in a' your coats, -- I rede ye tent it, -- A chiel's amang you takin' notes, -- An' faith he'll prent it. -- Burns"]	['Title page']						['v.1']
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813	['Nec Veneris Pharetris maeer est, nee Lampade fervet: -- Inde faces ardent; veniunt a dote sagittre.']		['D. Junii Juvenalis Opera omnia: ex editione Rupertiana']	['Juv. Sat. O']	['Juvenal"']		['Epigraph for ""Love in Several Masques, a Comedy""']	['v.1']
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813	['Nom aliter, quam qui adverso vix Flumine Lembum. Remigus subigit.']		['Georgics I']	['Virg. Georg.']	['Virgil"']		['Epigraph for ""The Temple Beau""']	['v.1']
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813	['Indignoir quidquam reprehendi, non quia crasse -- Compositum, illepideve putetur, sed quia nobis']			['Hor. Ar. Poet']	['Horace"']		['Epigraph for ""The Temple Beau""']	['v.1']
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813	['Quis iniquce  -- Tam patiens urbis, tam ferreus, ut teneat se?']		['Satires']	['Juv. Sat. 1']	['Juvenal"']		['Epigraph for ""The Author\'s Farce""']	['v.1']
260799	The Scottish chiefs, a romance. In five volumes. By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms. Second edition. Vol. I.	Porter, Jane	1811	['There comes a voice that awakes my mind. It is the voice of years that are gone; they roll before me with all their deeds --']	['Title page']			['Ossian.']			['v.1', 'v.2', 'v.3', 'v.4', 'v.5']
260800	The spirit of ""the book;"" or, memoirs of Caroline Princess of Hasborough, a political and amatory romance. In three volumes. Vol. I. Edited by Thomas Ashe, Esq.		1811	['""The book."" --Any person having in their posession a certain book, printed by Mr. Edwards in 1807, but never published, with W. Lindsell\'s name as the seller of the same on the title page, and will bring it to W. Lindsell, bookseller, Wimpole-Street, will receive a handsome gratuity.--']	['Title page']	['Times paper, 27 March 1809']					['v.1"']
260801	Christmas tales, for the amusement & instruction of young ladies and gentlemen in winter evenings. With cuts by Bewick.		1811	["See here the Youth, by Wisdom led, -- The paths of life securely tread: -- The dang'rous lures of Folly shun, -- And Virtue's course serenely run."]						['It appears below the first engraving.']	
260801	Christmas tales, for the amusement & instruction of young ladies and gentlemen in winter evenings. With cuts by Bewick.		1811	['The cheerful sage, when solemn dictates fail, -- Conceals the moral counsel in - a Tale.']		['The Clockmaker']		['Sam Slick of Slickville']			
