id	title	author	date	a	d	1	b	2	c	x	v
260861	The bachelor and the married man, or the equilibrium of the ""balance of comfort."" In three Volumes. Vol. I.	Ross	1817	['If I seek an interest of my own, detached from that of others, I seek an interest which is chimerical, and can never have existence. Can any thing conduce so probably to the well-being of a rational, social animal, as the right exercise of that reason, and of those social affections? All men pursue good, and would be happy, if they knew how. A steady, durable good, cannot be derived from an external cause, by reason all derived from externals must fluctuate, as they fluctutate. What then remains but the cause internal; the very cause which we have supposed when we place the sovereign good in mind - in rectitude of conduct?']		['Virtue our highest interest']		['James Harris']	['Harris']		
260862	Rosamund, countess of Clarenstein. In three volumes. Vol. I.		1812	["Tu legasti il Cor mio con mille nodi -- Tu'l formasti di nuovo; e pol che fui -- Gentil fatto per te, -- rompesti i Lacci."]	['Title page']						['v.1']
260863	Varieties in woman. A novel, in three volumes. Vol. I.	Bigelow, Jacob	1819	["Howsoever, it is a kind of policy in these days, to prefix a phantastical title to a book which is to be sold; for as larks come down to a day-net, many vain readers will tarry and stand gazing like silly passengers at an antique picture in a Painter's shop, that will not look at a judicious piece"]			['The Anatomy of Melancholy']	['Burton', 'Robert Burton']			['v.3', 'v.2']
260874	The old English Baron. A gothic story. The  castle of Otranto. A gothic story. By Horace Walpole. Earl of Orford	Reeve, Clara	1810	['--- Vanae -- Fingentur species, tamen ut Pes, et Caput uni -- Reddantur formae. -----']	['Title page']				['Horace']		
260875	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIII.	Coventry, Francis	1810	['Sperate miseri, cavete felices.']	['Title page']						
260879	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVIII.	Inchbald	1810	['""When my occasious took me into France, towards the close of the late reign, the clergy, under all their forms, engaged a considerable part of my curiosity. -- ""They seemed to me, beyond the clerical character, loberal and open; with the hearts of a gentleman, and men of honour. They seemed to me rather a superior class; a sort of men, amongst whom you would not be surprised to find a Fenelon.""']	['Title page"']				['Burke']		
260883	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXIV.	Moore, John	1810	['Cur tamen hos tu -- Evasisse putes, quod diri conseia facti -- Mens habet attonitos, et surdo verbere caedit, -- Occultum quatiente animo tortore flagellum?  -- Poena autem vehemens, ac multo saevior illis, -- Quas et Caeditus gravis invenit aut Rhadamanthus, -- Nocte dieque suum gestare in pectore testem. -- Juv.']	['Title page']						['v.34']
260887	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLIV.	Radcliffe, Ann Ward	1810	['(""Ere the bat hath flown -- ""his cloister\'d flight; ere to black Hecate\'s summons, -- ""The shard-born beetle, with his drowsy hums, -- ""Hath rung night\'s yawning peal, there shall be done -- ""A deed of dreadful note."" -- Macbeth']	['Title page']		['Macbeth']		['Shakespeare']		['v.43"']
260888	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLV.	Radcliffe, Ann Ward	1810	['Fate sits on these dark battlements, and frowns; -- And, as the portals open to receive me, -- Her voice, in sullen echoes through the courts, -- Tells of a nameless deed.']	['Title page']						['v.45', 'v.46', 'v.47']
260889	Man as he is not; or, Hermsprong.	Bage, Robert	1810	['Nescis, insane, nescis, quantas vires virtus habeat.  Quam illa ardentes amores  exitaret sui, si videretur.  Maxima autem culpa in eo est, qui, et veritatem aspernatur, et in fraudem obsequio impellitur.  Assentatio virtiorum adjutrix, procul amoveautr ; quae, non modo amico, sed ne libero quidem digna est.']			['Title page']				
260890	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. L.	Edgeworth, Maria	1810	["A prudence undeceiving, undeceived, -- That nor too little, nor too much believed; -- That scorned unjust suspicion's coward fear, -- And without weakness knew to be sincere."]	['Title page']		["Lord Lyttelton's monody on his wife."]				
260892	The life and adventures of Obadiah Benjamin Franklin Bloomfield, M.D. A native of the United States of America, now on the tour of Europe. Interspersed with episodes, and remarks, religious, moral, public spirited, and humorous.  Written by himself.	Bloomfield, Obadiah Benjamin Franklin	1818	['Neither Vice nor Folly shall escape me. -- Gradian.']	['Title page']						
260898	Campbell; or, the Scottish probationer. A novel. In three volumes.  Vol. I.	Balfour, Alexander	1819	["Hard is the Scholar's lot, condemned to sail, -- Unpatronised, o'er life's tempestuous wave: -- Clouds blind his sight; nor blows a friendly gale, -- To waft him to one port - except the grave. -- Penrose."]	['Title page']						
260900	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818	['Non tibi sunt tristes curae, non luctus--/ Sed chorus, et cantus, et levis aptus amor;/ Sed varii flores, et frons redimita corymbis/, Fusa sad ad teneros lutea palla pedes,/ Et Tyiae vestes, et dulcis tibia cantu.']	['Title page']				['Tibullus']		['v.1', 'v.2']
260907	The cottagers of Glenburnie. A Tale, for the farmer's fire-side. By Elizabeth Hamilton, Author of the Elementary Principles of Education, Memoirs of Modern Philosophers, &c.	Hamilton, Elizabeth	1812	['Let not ambition mock their useful toil, -- Their homely joys, and destiny obscure, -- Nor grandeur hear, with a disdainful smile, -- The short and simple annals of the poor.']		['Elegy Written in a Country Churchyard']		['Thomas Gray']			
260910	The juvenile spectator: being observations of the tempers, manners, and foibles of various young persons; interspersed with such lively matter as it is presumed will amuse as well as instruct. By Arabella Argus.	Argus, Arabella	1810	['""Teach me to feel another\'s woe -- To hide the fault I see ; -- That mercy I to others show -- That mercy show to me""']	['Title page"']						
260911	Letters of an Italian Nun and an English Gentleman. Translated from the French of J.J. Rousseau. Sixth Edition.		1817	["Il cor grandisce; -- E serve a lui chi'l suo dover compisce"]							
260912	Lionel: or, the Last of the Pevenseys. A novel. In Three Volumes. Vol. I.		1818	["A cypress and a myrtle bough -- This morn around my harp you twin'd, -- Because it fashioned, mournfully, -- It murmurs in the wind."]		['Introduction to the tale of the dark Ladie']		['Samuel Taylor Coleridge']	['Coleridge']		['v.1', 'v.2', 'v.3']
260919	The Balance of Comfort; or the Old Maid and Married Woman. A Novell. In Three Volumes. By Mrs. Ross, Author of The Marchioness, The Cousins, Family Estate, Modern Calypso, Paired - Not Matched, &c. Vol. I.	Ross	1817	["Whoever thinks a faultless piece to see , -- Thinks what ne'er was, nor is, nor e'er shall be. -- In every work regard the writer's end, -- Since none can compass more than they intend."]		['An Essay on Criticism']		['Alexander Pope']	['Pope']	['Chapter 23 epigraph']	['v.3']
260931	An antidote to the miseries of human life, in the history of the widow Placid, and her daughter Rachel. By Harriet Corp, author of A Sequel to the Antidote to the Miseries of Human Life, Talents Improved, Cottage Sketches, Familiar Scenes, &c.	Corp, Harriet	1814	['Bear up awhile, -- And what your bounded view, which only saw -- A little part, deemed evil, is no more.']		['The Seasons: Winter']		['James Thomson']	['Thomson']		
260943	Clan-Albin: A National Tale. In Four Volumes. The Second Edition. Vol. I	Johnstone, C. I	1815	['Elegant sufficiency, content, -- Retirement, rural quiet, frienship, books, -- Ease and alternate labour, useful life, -- Progressive virtue and approving Heaven. -- These are the matchless joys of virtuous love; -- And thus their moments fly.']		['Spring']		['James Thomson']	['Thomson']	['Chapter 53']	['v.4']
260945	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['""EX NIHILO, NIHIL FIT."']							
260946	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['""EX NIHILO, NIHIL FIT."']							
260949	The fast of St. Magdalen, A Romance.  By Miss Anna Maria Porter. In Three Volumes. Vol. I. Third Edition.	Porter, Anna Maria	1819	["Thou shalt leave -- Each thing beloved most dearly: 'tis the last shaft -- Shot from the bow of exile."]		['The Vision: or hell, purgatory, and paradise of Dante Alighieri']	["Carey's Dante"]	['Dante Alighieri']			
260958	Forman. A Tale. In Three Volumes. Vol. I.	Moysey, Abel	1819	["Hast thou as yet conferr'd -- With Margery Jourdain, the cunning witch; -- And Roger Bolingbroke, the conjuror?"]		['King Henry VI. Part II.']	['Henry VI. Part II.']	['Shakespeare']			['v.1', 'v.2']
260959	The castles of Athlin and Dunbayne. A highland story. By Anne Radcliffe.	Radcliffe, Ann Ward	1811	["For justice bares the arm of God, and the grasp'd vengeance only waits his nod"]				['James Cawthorne']	['Cawt.']		
260964	Human nature. A novel. In three volumes. Vol. I.	Cordova, Cordelia	1816	['Women are made for sensibility, not for passion; let them not complain of their lot: to love no father than is agreeable to reason, is only to renounce those errors which cause unhappiness.']					['Madame de Genlis']		
260973	Cava of Toledo; Or, The Gothic Princess. A Romance. In Five Volumes. By Augusta Amelia Stuart, author of Ludovico's Tale; The English Brothers; Exile of Portugal, &c. &c. Vol. I.	Stuart, Augusta Amelia	1812	['Fierce wars, and faithful loves, -- And truths severe, in fairy fiction drest.']				['Thomas Gray']			['v.1', 'v.2', 'v.3', 'v.4', 'v.5']
261013	O'Donnel. A National Tale. By Lady Morgan (Late Miss Owenson) Author of the Wild Irish Girl; Novice of St. Dominick, &c. In Three Volumes. Vol. I.	Morgan	1814	['Art thou a gentleman? What is thy name? Discuss! ......']		['King Henry V.']		['Shakespeare']	['Shakespeare']		['v.1', 'v.2']
261018	The adventures of Uncle Sam, in search after his lost honor. By Frederick Augustus Fidfaddy, Esq. Member of the legion of honor, scratch-etary to Uncle Sam and privy counsellor to himself.	Fidfaddy, Frederick Augustus	1816	['Taurum per caudam grabbo. (Merino Latin)']							
261031	Sarah, or the exemplary wife. By Susanna Rowson, Author of Charlotte Temple, Reuben and Rachel, Fille de Chambre, &c. &c.	Rowson	1813	['Remember that nothing but strict truth can carry you through life with honor and credit.']							
261036	Adelaide. A new and original novel. By a lady of Philadelphia. [Epigraph.] In two volumes. Vol. I.	Botsford	1816	["......Love's a generous passion, --- Which seeks the happiness of those we love; --- ............ --- Nor kings, nor parents here have ought to do, --- Let them stand neuter."]				['Lre.']			['v.2']
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Sir, the were abundantly civilized: -- I knew a young man, a Frenchman, -- He was thrown among them and he supported himself by instructing les beaux sauvages...']			['Genie du Christianisme']			['Chapter 13 epigraph in volume 1']	
261044		Finch, John	1812	["Be this the motive of a wise man's care -- To shun deserving ills, and learn to bear."]		['The Wanderer']		['Richard Savage']		['Chapter 15 epigraph']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	["Religion should our thoughts engage -- Amidst our yourhful bloom; -- 'T will fit us for declining age, -- And for the silent tomb."]		['Religion is the chief concern']		['John Fawcett"']		['Epigraph for ""A Visit to a sabbath evening school"" in Volume 1']	
261066	Sancho, or The Proverbialist. Third Edition.	Cunningham, J. W	1817	['Decipimur Specie Recti']				['Horace']			
261078	Sentimental anecdotes, by Madame de Montolieu, Author of ""Tales,"" ""Caroline of Lichfield,"" &c. &c. &c. Translated from the French by Mrs. Plunkett, Formerly Miss Gunning. Two volumes in one.	Montolieu, Isabelle de	1812	["What nothing earthly gives or can destroy, -- The soul's calm sunshine, and the heart-felt joy, -- Is virtue's prize."]		['Essay on Man']	['Pope']	['Alexander Pope']			
261083	Melincourt. By the author of Headlong Hall. In three volumes. Vol. I.	Peacock, Thomas Love	1817	["Nous nous moquons des Paladins! quand ces maximes romanesques commencerent a devenir ridicules, ce changement fut moins l'ouvrage de la raison que celui des mauvaises moeurs."]			["Emile, ou de l'éducation, tome II, LIVRE CINQUIÈME"]	['Rousseau']	['Jean-Jacques Rousseau']		['v.1']
261089	The Absentee: a Tale. By Miss Edgeworth, author of Practical Education, Belinda, Castle Rackrent, Essay on Irish Bulls, Tales of Fashionable Life, &c. In two volumes. Vol. I	Edgeworth, Maria	1812	['Tutta la gente in lieta fronte udiva --- Le graziose e finte istorielle --- Ed i difetti altrui tosto scopriva --- Ciaseuno, e non ; proprj espressi in quelle; ---- O se de proprj sospettava, ignoti --- Credeali a ciascun altre, e a se nol noti']							['v.1']
261095	True stories, from ancient history: chronologically arranged. From the creation of the world to the death of Charlemagne. By the author of ""Always Happy,"" & c.	Budden, Maria Elizabeth	1819	['History is Philosophy teaching by examples']			['Ars Rhetorica (XI, 2, p. 212)']		['Dionysius of Heraclea']		['v.3']
261096	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. L.	Edgeworth, Maria	1810	["A prudence undeceiving, undeceived, -- That nor too little, nor too much believed; -- That scorned unjust suspicion's coward fear, -- And without weakness knew to be sincere."]	['Title page']		["Lord Lyttelton's monody on his wife."]				
261105	Dinarbas: A Tale. Second American Edition.	Knight, Ellis Cornelia	1813	['Rectius occupat -- Nomen beati, qui Deorum -- Muneribus sapienter uti, -- Duramq e callet pauperiem pati. -- Pejus letho flagitium timet: -- Non ille pro caris amicis, -- Aut patria timidus perire.']			['Hor. Lib. iv. Od. 9.']	['Horace']			
276045	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818		['Epigraphs precede chapters']						
276046	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c.	West	1814		['Epigraphs preceding chapters']						
276061	Peveril of the peak. By the author of ""Waverly, Kenilworth,"" &c. In three volumes. Vol. I	Scott, Walter	1823		['Epigraphs precede chapters']						['v.1', 'v.2', 'v.3']
276063	Patronage. By Maria Edgeworth, author of ""Tales of a fashionable life,"" ""Belinda,"" ""Leonora,"" &c. In four volumes. Vol. I.	Edgeworth, Maria	1814	['""Without a patron,-thought I condescend -- ""Sometimes to call a minister my friend.""']	['Title page']						['v.1"']
276069	National tales. Vol. II.		1825	['A fairy fable art thou- a romance, -- yet brilliant with the jewelry of truth.']	['Title page']		['Palmyra, a poem.']				['v.2']
276072	Modern chivalry: containing the adventures of a captain and Teague O'Regan, his servant. By H. H. Brackenridge, late a judge of the Supreme Court of Pennsylvania. With the last corrections and additions of the author. Vol. I.	Brackenridge, H. H	1819	['Bidentem dicere verum quid vetat?']	['Title page']				['Horace']		['v.1', 'v.2']
276075	Midnight weddings. A novel. In three volumes.	Meeke, Mary	1814	["I lov'd thee, beautiful and kind ; --- I plighted an eternal vow ; -- So alter'd are thy face and mind, --- 'Twere perjury to love thee now."]	['Title page']				['Robert Nugent']		['v.1']
