id	title	author	date	type	transcription	notes	position	vol
260860	Things by their Right Names; A Novel, In Two Volumes. By a person without a name. Vol. I.	Jacson, Frances	1812	['Dedication']	['To the Dethroned Sovereign Truth.']	['Begins: ""Madam, Although your language has become so nearly obsolete, that, in addressing you, I have scarcely a hope to make myself understood: and your abode so obscure, that I know not where to find you; yet, as I am assured by very high authorities that you do still really inhabit this sublunary globe, I venture to present to you the following work.""', 'Ends: ""May the blow be followed up by abler hands, until your Most High Mightiness be restored to your own legitimate sovereignty over the human mind, and recognized as the conservator of all that is dear and precious to man!""', 'It is signed, ""I am, Madam, Your greatest Admirer, and Humblest Votary."']	['Front']	
260862	Rosamund, countess of Clarenstein. In three volumes. Vol. I.		1812	['Preface']	['Preface']		['Front']	
260869	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. I.	Richardson, Samuel	1810	['Table of contents']	['Contents of Vol. VIII.']		['Back.']	
260870	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XIV.	Richardson, Samuel	1810	['Afterword']	['A concluding note by the editor.']		['Middle']	
260871	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XVI.	Defoe, Daniel	1810	['Preface']	['De Foe']			['v.1']
260872	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XVIII.	Fielding, Henry	1810	['Preface']	['Preface']		['Front']	
260873	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XIX.	Fielding, Henry	1810	['Dedication']	['To the honourable George Lyttleton, Esq.']		['Front']	
260874	The old English Baron. A gothic story. The  castle of Otranto. A gothic story. By Horace Walpole. Earl of Orford	Reeve, Clara	1810	['Poem', 'Dedication']	['Sonnet to the right honourable  Lady Mary Coke']		['Middle']	
260875	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIII.	Coventry, Francis	1810	['Dedication', 'Letter']	['To Henry Fielding, Esq.']		['Front']	
260876	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIIII.	Lennox, Charlotte	1810	['About the author']	['Mrs. Lennox']		['Front']	
260877	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVI.	Johnson, Samuel	1810	['About the author']	['Mrs. Brooke']		['Front']	
260880	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIX.	Mackenzie, Henry	1810	['About the author']	['Mackenzie']		['Front']	
260881	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXX.	Smollett, Tobias George	1810	['Letter']	['To Mr. Henry Davis, book-seller in London']		['Front']	
260882	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXII.	Graves, Richard	1810	['Introduction']	['The introduction.']		['Front']	
260883	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXIV.	Moore, John	1810	['About the author']	['Dr. Moore']		['Front']	
260884	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXVI.	Smith, Charlotte Turner	1810	['About the author']	['Mrs. Charlotte Smith']		['Front']	
260885	Evelina; or the history of a young lady's introduction to the world. In two volumes. Vol. I.	Burney, Fanny	1810	['Letter']	['To the authors of the monthly and critical reviews.']		['Front']	
260887	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLIV.	Radcliffe, Ann Ward	1810	['About the author']	['Mrs. Radcliffe']		['Front']	
260889	Man as he is not; or, Hermsprong.	Bage, Robert	1810	['About the author']	['Mr. Bage']		['Front']	
260894	A month in town; a satirical novel. By Humphrey Hedgehog, Esq. Author of ""The General-post bag,"" ""Rejected odes,"" &c. &c. &c. ""Velute in speculum."" In three volumes. Volume I. Third edition, corrected, with new preface, &c.	Agg, John	1816	['Preface']	['Preface to the third edition']		['Front']	
260907	The cottagers of Glenburnie. A Tale, for the farmer's fire-side. By Elizabeth Hamilton, Author of the Elementary Principles of Education, Memoirs of Modern Philosophers, &c.	Hamilton, Elizabeth	1812	['Advertisement']	['Late Publications for Sale by Isaac Pierce, No. 3, South Fourth Street, Philadelphia']		['Back']	
260910	The juvenile spectator: being observations of the tempers, manners, and foibles of various young persons; interspersed with such lively matter as it is presumed will amuse as well as instruct. By Arabella Argus.	Argus, Arabella	1810	['Preface']	['Preface']		['Front']	
260911	Letters of an Italian Nun and an English Gentleman. Translated from the French of J.J. Rousseau. Sixth Edition.		1817	['Conclusion']	['Here the letters conclude...']	['Begins: ""Here the letters conclude; but a note is added to complete the history. Isabella arrived safe at Naples, in the vicinity of which city she lived unknown, till, by the interest of Mr. C.----\'s friends, the British Court interfered in her behalf, and in consequence of it the Pope ordered her admission into an abbey in the Neapolitan dominions where she and her friend retired together.""', 'Ends: ""She had never been made acquainted with the fatal method which Mr. C.---- had employed to avenge her wrongs, and, happily for her, at this day remains ignorant for it."']	['Back']	
260929	Eloisa; a series of original letters. Translated from the French of J.J. Rousseau. To which are added, the adventures of Lord B___ at Rome; being the sequel of Eloisa. (Found among the author's papers after his decease.) In three volumes. Vol. I.	Rousseau, Jean-Jacques	1810	['Advertisement']	['Advertisement.']		['Front']	
260931	An antidote to the miseries of human life, in the history of the widow Placid, and her daughter Rachel. By Harriet Corp, author of A Sequel to the Antidote to the Miseries of Human Life, Talents Improved, Cottage Sketches, Familiar Scenes, &c.	Corp, Harriet	1814	['Advertisement']	['Extracts from the Principal Reviews of this Work']	['Reviewers: ""Eclectic Review,"" ""Monthly Review,"" ""Evan. Mag."" and ""Christian Observer."']	['Front']	
260943	Clan-Albin: A National Tale. In Four Volumes. The Second Edition. Vol. I	Johnstone, C. I	1815	['Dedication']	['To Walter Scott, Esq.']	['Reads: ""The indulgence with which this National Tale has been received, gives the Author confidence to gratify her original wish, of inscribing it to one whose genius and virtues do so great honour to Scotland: -- This she now does, with every sentiment of esteem and admiration. 24th May 1815."']	['Front']	
260945	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['Note']	['Note by the Editor.']	['""Sir Peter Plastic begs to inform the world, that, at this interesting period of the Absent Man\'s narrative, the manuscript is so much injured as to have become perfectly illegible."']	['Back']	
260946	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['Note']	['Note by the Editor.']	['""Sir Peter Plastic begs to inform the world, that, at this interesting period of the Absent Man\'s narrative, the manuscript is so much injured as to have become perfectly illegible."']	['Back']	
260958	Forman. A Tale. In Three Volumes. Vol. I.	Moysey, Abel	1819	['Preface']	['Preface']	['Begins: ""The original hint for the following story may be found in the proceedings upon the Widow Turner\'s case, for the murder of Sir Thomas Overbury, 1 State Trials, 3d Edition, p. 339. But it will be as well to add, that the actual murder of Overbury forms no part of the romance now submitted to the public; though certain preparations for, and preludes to, that event undoubtedly do.""', 'Ends: ""...the Author proceeds to impart the highest hope of success he entertains, which is this -- that, allowing for no few impossibilities, his story may be reckoned pretty fairly natural in other respects."']	['Front']	
260964	Human nature. A novel. In three volumes. Vol. I.	Cordova, Cordelia	1816	['Preface']	['Dedicatory preface']	['Begins: ""To Mrs. V...... When these lines meet your eyes, my dear Marian, we shall probably be far distant from each other, and equally so from the scenes where your friendship and society long constituted the principal pleasures of my life.""', 'Ends: ""And on my own part, let me once more assure you, that my esteem for you, and my gratitude for the friendship, with which you have long distinguished me, are sentiments that will be ever indelibly engraven on my heart, and which I never can resign, -- but with existence itself.""', 'It is signed, ""Cordelia Corodva"" and dated, ""Dover, Marth 20th, 1313"']	['Front']	
260973	Cava of Toledo; Or, The Gothic Princess. A Romance. In Five Volumes. By Augusta Amelia Stuart, author of Ludovico's Tale; The English Brothers; Exile of Portugal, &c. &c. Vol. I.	Stuart, Augusta Amelia	1812	['Preface']	['Preface']	['Begins: ""The author of the following sheets, struck by the account historians have given of the fall of the Gothic empire in Spain, took the story of Cava for the foundation of a romance: whether she has succeeded or not in rendering it interesting, must be left to her readers to judge.""', 'Ends: ""Her fictitious characters she has moulded to her own will; and has found it a much more difficult task than she expected, to write an historical romance, and adhere to the truth, while she endeavoured to embellish it."']	['Front']	['v.1']
260983	The Adventures of Roderick Random by Tobius Smollet, M.D.	Smollett, Tobias George	1815	['Table of contents']	['Contents']	['There are 69 chapters.']	['Front']	
261013	O'Donnel. A National Tale. By Lady Morgan (Late Miss Owenson) Author of the Wild Irish Girl; Novice of St. Dominick, &c. In Three Volumes. Vol. I.	Morgan	1814	['Note']	['Notes']		['Back']	['v.1', 'v.2', 'v.3']
261018	The adventures of Uncle Sam, in search after his lost honor. By Frederick Augustus Fidfaddy, Esq. Member of the legion of honor, scratch-etary to Uncle Sam and privy counsellor to himself.	Fidfaddy, Frederick Augustus	1816	['Table of contents']	['Contents']	['There are 12 chapters.']	['Front']	
261031	Sarah, or the exemplary wife. By Susanna Rowson, Author of Charlotte Temple, Reuben and Rachel, Fille de Chambre, &c. &c.	Rowson	1813	["Editor's note"]	['Note by the Editor']	['Begins: ""The sincerity of Sarah\'s dying declaration that ""even in thought she had never dishonored her husband,"" was confirmed by the confession of Mrs. Bellamy. Indeed, it was hardly possible for any one to doubt her truth who were acquaintances with her, as she never seriously averred the thing that was not; professed an affection she did not feel, or disguised a disgust that she did."']	['Back']	
261036	Adelaide. A new and original novel. By a lady of Philadelphia. [Epigraph.] In two volumes. Vol. I.	Botsford	1816	['Table of contents']	['Contents.']	['List of sender and recipient for the 93 letters contained in the two volumes.', 'First page of Contents printed on verso only.']	['Front']	['v.1']
261039	The Common Reader, Consisting of a Variety of Pieces, Original and Selected, Intended for the use of schools, and particularly calculated for the improvement of scholars of the first &  second classes in the art of reading. By T. Strong, A.M.	Strong, Titus	1818	['Conclusion']	['A Form of Prayer: Suitable for the Opening of a School']	['The book ends with a prayer to God.']	['Back']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Conclusion']	['Conclusion']	['Begins: ""Fair Reader, before I bid thee farewell and a sweet sleep, to which I have contributed to the utmost of my power, I must add, for truth compels me to do it, painful as it is, ""The Hero and the Heroine were married! aye, married like downright men and women; and as downright men and women are very apt to do, they have succeeded in blessing the world with a brace of as beautiful cherubs as ever shook their curling heads in the sunshine.""', 'It is signed, ""Somebody."']	['Back']	
261044		Finch, John	1812	['Advertisement']	['Advertisement']	['Begins: ""The Publishers think it may be proper to state, that the manuscript of this little volume was found in the secretary of a gentleman deceased. Whether it was written merely for private amusement, or intended for the public; whether the narrative it contains is truth or fiction, they are entirely at a loss to determine; as they in fact are, who may be the author of it; for the hand-writing is not that of the person who possessed it.""', 'The piece includes some verse which was ""written on the envelope of the manuscript,"" which the author of this advertisement thinks might have been ""the production of a friend, who, convinced that the author could never be a \'poet,\' tried this way to save him from the fate of the common scribblers --"']	['Front']	
261053	Comic Dramas, in Three Acts. By Maria Edgeworth, Author of ""Tales of Fashionable Life,"" &c. &c.	Edgeworth, Maria	1817	['List of characters']	['Dramatis Personae']	['The list of characters is organized by sex.', 'Page 212']	['Middle']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	['Preface']	['Preface']	['This is the preface to ""The Beauty of Holiness in the Common Prayer.""', 'Begins: ""The world may justly expect an apology from me for publishing these discoursesm after so many large works already written upon our Liturgy, that have been received with general approbation.""', 'There is an added note in the preface from ""the American Editor"" and it begins: ""The design of reprinting in America the foregoing work, was to exhibit to the Episcopalians in particular, and the professors of Christianity in general, a useful comment upon the Liturgy.""']	['Middle']	['v.1"']
