id	title	author	date	a	d	1	b	2	c	x	v
341400	The distressed orphan, or love in a mad house; containing an account of her being left to the care of an uncle who would have married her contrary to her inclination, to his own son, and on her refusal to comply, and having fixed her heart on a colonel, when was sent to a mad-house, where she continued till her faithful lover sham'd himself mad, and by that means obtained her liberty. Interspersed with a great many entertaining letters.	Haywood, Eliza Fowler	1770	["Ambition and avarice is here display'd,---A cruel guardian, a distressed maid!---A faithful lover, who at last is blest---for having aided innocence distrest!---Justice is triumphant, over fraud and pride,---And how the cruel wretch, unpitied, died."]						['Unattributed']	
341410	Maria; or the generous rustic.	Berkeley, George Monck	1784	["O may we never love as these have lov'd!"]			['Eloisa to Abelard']	['Pope.']	['Alexander Pope']		
341411	Emma Corbett; or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal Opinions, Pupil of Pleasure, Shenstone Green, &c. Vol. I. Second edition.	Pratt	1780	["The sons against the fathers stood;---The parents shed their children's blood."]			['Tears of Scotland']	['Smollett.']	['Tobias Smollett']		['v.1', 'v.2', 'v.3']
341415	Epistles for ladies. By the authors of The female spectator. [epigraph]. A new edition. In two volumes. Vol. I.	Haywood, Eliza Fowler	1776	["To beauty's fierce tyrannic sway,---All mankind their homage pay;---But soon, alas! its power decays,---A strong, but short-liv'd, blaze;---While wit and virtue will maintain---An uncontested, lasting reign."]				['Prior']			
341421	Fashionable follies: a novel. Containing the history of a Parisian family. In two volumes. Vol. I.	Vaughan, Thomas	1782	["For novel lays attract our ravish'd ears;---But old the mind with inattention hears."]		['Ib.']	["Homer's Odyssey [translation]"]	['Pope']	['Alexander Pope']		
341427	A father's instructions; consisting of moral tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature. By Thomas Percival, M.D. F.R.S. and S.A. Member of the medical societies of London and Edinburgh; and of the Royal Society of Physicians at Paris. The fourth edition, revised and enlarged.	Percival, Thomas	1779	['Habes a parte munus, marce fili; sed perinde erit, ut acceperis.----His voluminibus ad te profecta vox mea est; tribues his temporis quantum poteris; poteris autem, quantum voles.-----Tibit persuade te mihi quidem esse carissimum; sed multo fore cariorem, si talibus monumenits praeceptisque laetabere.']			['De Officiis 3.121']	['Cicero.']	['Cicero']		
341429	A father's instructions to his children consisting of tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature.	Percival, Thomas	1776	['Habes a patre munus, Marce fili; sed perinde erit, ut acceperis.--His voluminibus ad te profecta vox mea est; tribues his temporis quantum poteris; poteris autem, quantum voles.--Tibi persuade te mihi quidem esse carissimum; sed multo fore cariorem, si talibus monumentis præceptisque lætabere.']			['M. Tullius Cicero, de officiis, liber tertius.']	['Cicero.']	['Cicero']	['On page facing first page of main text.']	
341431	The fault was all his own. A novel. In a series of letters. By a lady. In two volumes. [epigraph]. Volume the first.	Nichols, Elizabeth Eyton	1771	["Alas, poor world! What treasure has thou lost!---What face remains alive that's worth the viewing?---Whose tongue is music now? What canst thou boast---Of things long since, or any thing ensuing?---The flowers are sweet, their colours fresh and trim,---But true sweet beauty liv'd and died in him."]			['Venus and Adonis']	['Shakespeare']	['William Shakespeare']		
341433	Female friendship: or the innocent sufferer. A moral novel. Volume the first.		1770	['Virtue alone is happiness below,---And our best knowledge is, ourselves to know.']			['An Essay on Man']		['Alexander Pope']		['v.1', 'v.2']
341442	The fine lady a novel by the author of Miss Melmoth. In two volumes. Vol. I.	Briscoe, Sophia	1772	['It is the first part of virtue to strengthen the mind against---the attacks of vice, and secure all the avenues by which---it might make its approaches.']							
341446	The friends; or, original letters of a person deceased. Now first published, from the manuscripts, in his correspondent's hands. In two volumes. Vol. I.		1773	['""How preferable are the natural dictates of the heart, to the most elaborate inditings of the head!""']		['Letter ix. Par. 2. of this collection.']	['The friends; or, original letters of a person deceased. Now first published, from the manuscripts, in his correspondent\'s hands."']				
341452	The history of Arsaces, Prince of Betlis. [Epigraph.] By the editor of Chrysal. In two volumes. Volume I.	Johnstone, Charles	1774	['Ficta, voluptatis causa, sint proxima veris.']			['Ars Poetica']		['Horace']	['Translation: ""Fictions meant to please should approximate the truth.""']	['v.1', 'v.2"']
341460	The history of Peggy Black and Wilmot Bond. Volume I.		1784	['Some truth, some fiction, some things trite,---The author now intends to write.']							
341461	The history of Sandford and Merton, a work intended for the use of children. Vol. III.	Day, Thomas	1783	["Let not, o generous youth! thy mind recoil---At transitory pain, or manly toil!---Nor fondly linger in the painted vale,---Nor crop the flowers, nor woo the summer's gale!---Heedless of pleasure's voice, be thine the care---Nobly to suffer and sublimely dare!---While virtue waves on high her radiant prize,---And each hard step but lifts thee to the skies."]							
341465	The history of the renowned Don Quixote de la Mancha. Being an accurate, complete, and most entertaining narrative of the wonderful atchievements of that incomparable hero and knight-errant; from his first great pursuit after fame immortal, till the close of his celebrated career: including, minutely, every curious incident attending his faithful squire and servant, Sancho Panza. Interspersed with ludicrous dialogues, rhapsodies, madrigals, and serenades. The whole replete with infinite humour and drollery. Translated from the original Spanish of Miguel de Cervantes Saavedra. By Charles Henry Wilmot, esq. In two volumes. Vol. I.	Cervantes Saavedra, Miguel de	1774	["For future fame I'll range the spacious field,---While proud oppression to my sword shall yield;---And thou, o Rosinante! faithful steed!---Shalt nobly bear me thro' each glorious deed."]						['Unattributed']	['v.2']
341467	The expedition of Humphry Clinker. By the author of Roderick Random. In three volumes. Vol. I.	Smollett, Tobias George	1771	['-----Quorsum haec tam putida tendunt,---Furcifer? ad te, inquam----- -----']			['Sermonum Liber II']	['Hor.']	['Horace']		
341469	The Incas: or, the destruction of the empire of Peru. By M. Marmontel. In two volumes. Vol. I.	Marmontel, Jean FranÁois	1777	['""Tolerate all sects, not as regarding them all with an eye of equal indifference, but as suffering that which it has pleased god to suffer, until they can be brought into the path of truth by the power of persuasion.""']		['Directions for the conscience of a king.']		['Fenelon"']			
341471	The independent. A novel. Two volumes in one. Vol. I.	M\'Donald, A	1784	['Nesciat irasci, cupiat nihil, et potiores---Herculis aerumnas credat, saevosque labores,---Et venere, et coenis, et plumis Sardanapali.']			['Satire X']	['Juvenal.']	['Juvenal']		['v.1', 'v.2']
341476	The Irish guardian. A pathetic story. In two volumes. By a lady. Vol. I.	A Lady	1776	["At lucre or renown let others aim;---I only wish to please the gentle mind,---Whom nature's charms inspire, and love of human-kind."]			['The minstrel; or, the progress of genius. With some other poems']		['James Beattie']		
341477	The Irishman; or, the favourite of fortune: a satirical novel founded upon facts. In two volumes. Vol. 1		1772	['What a strange world this is!']						['Unattributed']	['v.1', 'v.2']
341479	John Buncle, junior, gentleman.	Cogan, T	1776	['----- -----Opiserque per orbem---Dicor. ----- -----']			['Metamorphoses']	['Ovid.']	['Ovid']	['On title page of ""Letter XXI.""']	['v.2"']
341480	The history of John Juniper, Esq. alias Juniper Jack. Containing the birth, parentage, and education, life, adventures, and character of that most wonderful and surprizing gentleman. By the editor of the Adventures of a Guinea. Vol. I.	Johnstone, Charles	1781	['-----Aude aliquid brevibus Gyaris, & carcere dignum,---Si vis esse aliquis-----']			['Satire 1']		['Juvenal']		['v.1', 'v.2', 'v.3']
341486	The history of Lady Barton, a novel, in letters. By Mrs. Griffith. In three volumes. Vol I.	Griffith	1771	['Quibus pretium faceret ipsa fragilitas.']			['Natural History']	['Plin. de Crystallo.']	['Pliny the Elder']		['v.1', 'v.2', 'v.3']
341490	Laura and Augustus, an authentic story; in a series of letters, by a young lady. In three volumes. Vol. I.	Young lady	1784	['--A whole host, a war of foes,---May sooner be subdued, than love.']				['Phillips.']			
341506	Letters between two lovers, and their friends. By the author of Letters supposed to have been written by Yorick and Eliza. In three volumes. Vol. I.	Combe, William	1781	['Un amour vrai, sans feinte & sans caprice,---Est, en effet, le plus grand frein du vice;-----Dans ses liens qui sçait se retenir,---Est honnéte homme, ou va le devenir.']			["L'Enfant Prodigue"]		['Voltaire']		
341521	Letters from Lysander: or, amusement for the good-humoured.	Lysander	1773	['Laugh where we must, be candid where we can.']			['An Essay on Man']	['Pope.']	['Alexander Pope']		
341524	Letters supposed to have been written by Yorick and Eliza. In two volumes. Vol. I.	Sterne, Laurence	1779	['-----That sacred sense of woe,---which none but friends and lovers know.']			['To Cheerfulness']	['Akenside.']	['Mark Akenside']		
341526	The life and adventures of Joe Thompson. A narrative founded on fact. By Mr. Kimber. In two volumes.	Kimber, Edward	1783	["To wake the soul, by tender strokes of art;---To raise the genius, and to mend the heart;---To make mankind in conscious virtue bold,---Live o'er each scene, and be what they behold;---For this----- ---"]			["Prologue to Mr. Addison's Cato"]	['Pope']	['Alexander Pope']		
341528	The life of John Buncle, Esq; containing various observations and reflections, made in several parts of the world, and many extraordinary relations. In four volumes. Vol. I. A new edition.	Amory, Thomas	1770	['(In Greek)']		['Arr. Epict. L. III. C. 22. Enchirid. C. 23.']	['Enchiridion']		['Epictetus']		['v.3', 'v.4']
341529	The life of Lamenther: a true history. Written by herself. In five parts. Containing a just account of the many misfortunes she underwent, occasioned by the ill Treatment of an unnatural Father.	Wall, Anne	1771	['Fathers have flinty hearts, no tears can melt them,---Nature pleads in vain; children must be wretched.']		["Shakespear's Romeo"]	['Romeo and Juliet']	['Shakespear']	['William Shakespeare']		
341531	Louisa. A sentimental novel.		1771	['"" New ways I must attempt, my virgin name --- "" To raise aloft, and wing my flight to fame."']							
341533	Love and madness. A story too true. In a series of letters between parties, whose names would perhaps be mentioned, were they less known, or less lamented.	Croft, Herbert	1780	["-----------I pray you, in your letters,---When you shall these unlucky deeds relate,---Speak of me as I am. Nothing extenuate,---Nor set down ought in malice. Then must you speak---Of one that loved, not wisely, but too well:---Of one, not easily jealous; but, being wrought,---Impatient in th' extream: of one, whose hand,---Like the base Judean, threw a pearl away---Richer than all his tribe: of one, whose eyes,---Albeit unused to the melting mood,---Drop tears as fast as the Arabian trees---Their medicinal gum."]		['Othello.']	['Othello']		['William Shakespeare']	['Located after table of contents and before text']	
341535	The loves of Calisto and Emira; or, the fatal legacy. Published from the originals, by John Seally, gent.	Seally, John	1776	['--Their hopes, their joys were vain,---Their lot was sorrow--and their portion pain.']			['Solomon on the vanity of the world. A poem, in three books.']	['Prior.']	['Prior, Matthew']		
341536	The loves of Mirtil son of Adonis a pastoral.		1770	['Nulla viro juranti fœmina credat,---Nulla viri speret sermones esse fideles']				['Catull.Argon.Utic']	['Catullus']		
341541	The man of the world. In two parts. [Epigraph] Volume I.	Mackenzie, Henry	1773	['Virginibus puerisque canto.']			['Odes']	['Hor.']	['Horace']	['Translation: ""I sing of maidens and boys."']	
