id	title	author	date	a	b	c	d
260687	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I. The second edition, revised and corrected. With a preface by Henry Fielding Esq;	Fielding, Sarah	1744	['Third-person']			
260688	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I. The second edition, revised and corrected. With a preface by Henry Fielding Esq;	Fielding, Sarah	1744	['Third-person']			
260689	Alexis; or, the young adventurer. A novel.		1746	['Third-person']			
260691	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader. The second edition.	Kirkby, John	1746	['First-person']	['Third-person']		
260692	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Translated from a French manuscript. In two volumes. Vol. I.		1746	['First-person']	['Letters']		
260693	Leonora: or, characters drawn from real life. Containing a great variety of incidents: Interspers'd with reflections moral and entertaining. In two volumes. The second edition.		1745	['First-person']	['Letters']		
260695	The silph's resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]		1742	['Third-person']			
260696	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader.	Kirkby, John	1745	['First-person']	['Third-person']		
260697	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.	Arbuthnot, Archibald	1746	['Third-person']			
260699	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.	Fielding, Sarah	1747	['Epistolary', 'First-person']			
260700	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748	['Epistolary']			
260701	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748	['Epistolary']			
260702	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.	Haywood, Eliza Fowler	1746	['Third-person']	['Letters']		
260703	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748	['Third-person']			
260704	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748	['Third-person']			
260705	The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)		1748	['Third-person']	['First-person', 'Letters', 'Poems']		
260706	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;	Fielding, Henry	1749	['Third-person']	['First-person']		['Fielding uses the authorial first person and addresses the reader often. Contains the occasional letter.']
260707	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poems']		
260708	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poems']		
260709	The governess; or, little female academy. Being the history of Mrs. Teachum, and her nine girls. With their nine days amusement. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.	Fielding, Sarah	1749	['Third-person']	['First-person']		
260710	Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.		1749	['Third-person']	['Letters']		
260711	The history of the human heart: or, the adventures of a young gentleman.		1749	['Third-person']	['Letters', 'First-person']		
260712	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744	['Third-person']			
260713	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744	['Third-person']			
260715	Miscellanies by Henry Fielding Esq; in three volumes.	Fielding, Henry	1743	['Epistolary']	['Poems', 'Essay(s)', 'First-person']		
260717	The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.		1749	['First-person']			
260719	The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late ambassador at the Ottoman Port: interspersed with the surprising adventures of several other slaves. By Abbot Provost. Almoner to his serene highness the Prince of Conti. Vol. I.	PreÃÅvost, abbeÃÅ	1741	['First-person']			
260720	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.	Fielding, Henry	1743	['Third-person']	['Letters']		
260721		Fielding, Henry	1742	['Third-person']	['Letters']		
260723	Melmoth House: a novel. In three volumes, by Mrs. J. Jenner. Vol. I.	Jenner, J.	1816	['Epistolary']			
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Epistolary']	['Verse', 'Third-person']		
260726	The Messiah: Attempted from the German of Mr. Klopstock. By Joseph Collyer. In Fifteen Books. Two Vols. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['Third-person']	['First-person']		
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['First-person']			
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818	['Third-person']	['First-person']	['Verse']	
260734	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Williams, John	1811	['Epistolary', 'First-person']			
260735	Self-control: a novel. Volume I.	Brunton, Mary	1811	['Third-person']			
260736	The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	Byron, Medora Gordon	1810	['Third-person']			
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814	['First-person']			
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['Third-person']		['Poems(s)', 'Play(s)']	
260743	A world without souls, and the velvet cushion by J.W. Cunningham, A.M. Vicar of Harrow	Cunningham, J. W	1815	['Third-person']	['First-person']		
260745	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.		1813	['First-person']			
260747	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	West	1814	['Third-person']			
260751	Maria; or, the Hollanders: by Louis Buonaparte.  In three volumes.  Vol. I.	Louis Bonaparte	1815	['Epistolary']			
260752	Amatonda. A Tale, From the German of Anton Wall.	Wall, Anton	1811	['Third-person']			
260755	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.	Foster, Hannah Webster	1811	['Epistolary', 'First-person']			
260757	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	Parker, Emma	1811	['Third-person']	['First-person']		
260758		Rose, Edward H	1811	['Third-person']	['First-person']		
260759	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['First-person']			
260760	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811	['First-person']			
260761	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811	['First-person']			
260762	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	West	1810	['Third-person']	['First-person']		
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811	['First-person']	['Third-person']		
260771		Cottin	1810	['Third-person']			
260772	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1810	['Third-person']	['Dramatic dialogue']		
260773	Rasselas, a tale. By Samuel Johnson, LL.D.	Johnson, Samuel	1816	['Third-person']			
260774	The old manor house, a novel, by Charlotte Smith.  a new edition, in two volumes. Vol. I.	Smith, Charlotte Turner	1810	['Third-person']			
260775	Forest of Montalbano: a novel.  In four volumes.  By the author of ""Santo Sebastiano,"" and ""The Romance of the Pyrenees.""   Vol. I.	Cuthbertson, Catherine	1810	['Third-person']	['Letters']		
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['Third-person']			
260777	Julia de Vienne. A novel. In four volumes. Imitated from the French, by a lady. Vol. I.	A Lady	1811	['Third-person']			
260779	Bath and London; or, scenes in each. A novel. In four volumes. Vol. I.		1811	['Third-person']	['Letters']		
260780	The officer's daughter; or, A visit to Ireland in 1790. By the daughter of a captain in the Navy, deceased.  In four volumes. Vol. I.	Walsh	1810	['Third-person']			
260781	The avenger; or, the Sicilian vespers: a romance of the thirteenth century, not inapplicable to the nineteenth.  In three volumes.  Vol. I.		1810	['Third-person']			
260783	Mansfield park: a novel.  in three volumes.  By the author of ""Pride and prejudice."" Vol. I. Second edition.	Austen, Jane	1816	['Third-person']	['Letters']		
260786	Frankenstein; or, The modern Prometheus. In three volumes. Vol. I.	Shelley, Mary Wollstonecraft	1818	['First-person']	['Letters']		
260788	Tales from Shakespeare, designed for the use of young persons. By Charles Lamb. In two volumes. Vol. I.	Lamb, Charles	1813	['Third-person']			
260790	Shakespeare's jest book.		1814		['First-person', 'Third-person']		
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819	['Third-person']			
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813	['Dramatic dialogue']	['Third-person']		
260799	The Scottish chiefs, a romance. In five volumes. By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms. Second edition. Vol. I.	Porter, Jane	1811	['Third-person']			
260800	The spirit of ""the book;"" or, memoirs of Caroline Princess of Hasborough, a political and amatory romance. In three volumes. Vol. I. Edited by Thomas Ashe, Esq.		1811	['Epistolary']			
260801	Christmas tales, for the amusement & instruction of young ladies and gentlemen in winter evenings. With cuts by Bewick.		1811	['Third-person']	['First-person']		
260804	Tales of my landlord, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1816	['Third-person']			
260807	The heroine, or adventures of Cherubina, by Eaton Stannard Barrett, Esq.  Third edition.  In three volumes.  Vol. I.	Barrett, Eaton Stannard	1815	['First-person']	['Letters', 'Poems']		
260809	The heroine, or adventures of Cherubina, by Eaton Stannard Barrett, Esq.  Third edition.  In three volumes.  Vol. I.	Barrett, Eaton Stannard	1815	['First-person']	['Letters', 'Poems']		
260812	A narrative of the travels of John Vandeluer, on the Western continent. Containing an account of the conversion of an Indian chief and his family to Christianity. Being a letter written by him to his uncle in Philadelphia, in the year 1796.	Vandelure, John	1817	['Epistolary', 'First-person']			
260813	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.	Fielding, Henry	1749	['Third-person']	['First-person', 'Poems']		
260815	Armata: a fragment. Sixth edition.	Erskine, Thomas Erskine	1818	['First-person']			
260817	The vicar of Wakefield, a tale.	Goldsmith, Oliver	1810	['First-person']	['Poems']		
260818	The adultress; or, anecdotes of two noble families. A tale. In four volumes. By an english-woman. Vol. I.		1810	['First-person']	['Letters']	['Poems(s)']	
260819	Temper, or Domestic Scenes: A Tale, In Three Volumes, By Mrs. Opie. Vol. I.	Opie, Amelia Alderson	1812	['Third-person']			
260822	The life and advenutres of Peter Wilkins, a Cornish man: taken from his own mouth, in his passage to England, from off Cape Horn in America, in the ship Hector.  By R.S., a passenger in the Hector.  In two volumes.  Vol. I.  A new edition, embellished with engravings.	Paltock, Robert	1816	['First-person']			
260825	The wars of the gulls; an historical romance. In three chapters. Chap. I. Shewing how, and why, and with whom the Gulls went to war. Chap. II. Shewing how the Gulls make the deep to boil like a pot. Chap. III. Shewing how a certain doughty general of the Gulls goes forth to play the game of hull-gull in Upper Canada, ""And from the pinnacle of glory, --- falls headlong into purgatory.""	Bigelow, Jacob	1812	['Third-person']		['Song']	
260826	Rhoda: A Novel. By the Author of ""Things by their right names,"" ""Plain sense,"" &c. Second Edition. In three volumes. Vol. I.	Jacson, Frances	1816	['First-person']	['Third-person']		
260827	Charenton; or, the follies of the age: A philosophical romance. By M. De Lourdoueix. Translated from the french.	De Lourdoueix, M	1818	['First-person']	['Dramatic dialogue']		
260833	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['First-person']	['Third-person']		
260834	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['First-person']	['Third-person']		
260843		Roche, Regina Maria	1815	['Epistolary']	['Third-person']		
260850		Bury, Charlotte Campbell	1812	['Third-person']			
260858	The Scottish Adventurers, or, The Way to Rise; An historical tale. By Hector Macneill, Esq. In Two Volumes. Vol. I.	Macneill, Hector	1812	['Third-person']			
260860	Things by their Right Names; A Novel, In Two Volumes. By a person without a name. Vol. I.	Jacson, Frances	1812	['Third-person']	['Letters']		
260861	The bachelor and the married man, or the equilibrium of the ""balance of comfort."" In three Volumes. Vol. I.	Ross	1817	['Third-person']	['Letters']		
260862	Rosamund, countess of Clarenstein. In three volumes. Vol. I.		1812	['Third-person']			
260863	Varieties in woman. A novel, in three volumes. Vol. I.	Bigelow, Jacob	1819	['Third-person']	['Letters']		
260864	The travels and adventures of Mademoiselle de Richelieu. Cousin to the present Duke of that name. Who made the tour of Europe, dressed in men's cloaths, attended by her maid Lucy as her valet de chambre. Now done into English from the Lady's own manuscript. By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt. Vol. I.	Erskine	1744	['First-person']			
260865	The adventures of Roderick Random. In two volumes. Vol. I. The second edition.	Smollett, Tobias George	1748	['First-person']	['Letters']		
260867	Memoirs of an unfortunate young nobleman, return'd from a thirteen years slavery in America, where he had been sent by the wicked contrivances of his cruel uncle. A story founded on truth and address'd equally to the head and heart.	Annesley, James	1743	['Epistolary']	['Third-person']		
260869	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. I.	Richardson, Samuel	1810	['Epistolary']	['Poems']		
260870	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XIV.	Richardson, Samuel	1810	['Epistolary']			
260871	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XVI.	Defoe, Daniel	1810	['First-person']			
260872	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XVIII.	Fielding, Henry	1810	['Third-person']	['Letters']		
260873	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XIX.	Fielding, Henry	1810	['Third-person']	['First-person', 'Verse']		
260874	The old English Baron. A gothic story. The  castle of Otranto. A gothic story. By Horace Walpole. Earl of Orford	Reeve, Clara	1810	['Third-person']			
260875	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIII.	Coventry, Francis	1810	['Third-person']	['Letters']		
260876	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIIII.	Lennox, Charlotte	1810	['Third-person']			
260877	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVI.	Johnson, Samuel	1810	['Third-person']	['First-person']		
260879	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVIII.	Inchbald	1810	['Third-person']			
260880	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIX.	Mackenzie, Henry	1810	['First-person']			
260881	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXX.	Smollett, Tobias George	1810	['Epistolary']			
260882	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXII.	Graves, Richard	1810	['Third-person']			
260883	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXIV.	Moore, John	1810	['Third-person']			
260884	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXVI.	Smith, Charlotte Turner	1810	['Third-person']			
260885	Evelina; or the history of a young lady's introduction to the world. In two volumes. Vol. I.	Burney, Fanny	1810	['Epistolary']			
260888	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLV.	Radcliffe, Ann Ward	1810	['Third-person']	['Poems']		
260889	Man as he is not; or, Hermsprong.	Bage, Robert	1810	['First-person']			
260890	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. L.	Edgeworth, Maria	1810	['Third-person']			
260894	A month in town; a satirical novel. By Humphrey Hedgehog, Esq. Author of ""The General-post bag,"" ""Rejected odes,"" &c. &c. &c. ""Velute in speculum."" In three volumes. Volume I. Third edition, corrected, with new preface, &c.	Agg, John	1816	['Third-person']	['Poems']		
260898	Campbell; or, the Scottish probationer. A novel. In three volumes.  Vol. I.	Balfour, Alexander	1819	['First-person']			
260900	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818	['Epistolary', 'Third-person', 'First-person']			
260902	Felicia to Charlotte: Being letters from a young lady in the country, to her friend in town. Containing a series of the most interesting vents, interspresed with moral reflections; chiefly tending to prove, that the seeds of virtue are implanted in the mind of every reasonable being.	Collyer, Mary	1744	['Epistolary']			
260907	The cottagers of Glenburnie. A Tale, for the farmer's fire-side. By Elizabeth Hamilton, Author of the Elementary Principles of Education, Memoirs of Modern Philosophers, &c.	Hamilton, Elizabeth	1812	['Third-person']			
260911	Letters of an Italian Nun and an English Gentleman. Translated from the French of J.J. Rousseau. Sixth Edition.		1817	['Epistolary']			
260913	The fair moralist. Or, love and virtue. A novel. By Mrs. Charlotte McCarthy. The second edition, corrected, and improv'd. To which is added, the author's observations, or, a looking-glass for the fair sex. Also several additional poems, never before publish'd. By the same.	McCarthy, Charlotte	1746	['Third-person']	['First-person']	['Poems(s)']	
260919	The Balance of Comfort; or the Old Maid and Married Woman. A Novell. In Three Volumes. By Mrs. Ross, Author of The Marchioness, The Cousins, Family Estate, Modern Calypso, Paired - Not Matched, &c. Vol. I.	Ross	1817	['Third-person']			
260921	The adventures of Roderick Random. Vol. I.	Smollett, Tobias George	1748	['First-person']	['Letters']		
260923	The true anti-Pamela: or, memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. Interspers'd with many curious and entertaining love-letters which passed between them. The second edition, carefully revised. [ Price three shillings.]		1742	['First-person']	['Letters']		
260926	Grecian tales: or, the entertaining adventures of Neoptolemus, son of Achilles. Translated from the French.	Chansierges	1742	['First-person', 'Third-person']			
260928	Persiles and Sigismunda: a celebrated novel. Intermix'd with a great variety of delightful histories and entertaining adventures. Written in Spanish by Michael de Cervantes Saavadera, author of Don Quixote. Translated into English from the original. Vol. I	Cervantes Saavedra, Miguel de	1745	['First-person']			
260929	Eloisa; a series of original letters. Translated from the French of J.J. Rousseau. To which are added, the adventures of Lord B___ at Rome; being the sequel of Eloisa. (Found among the author's papers after his decease.) In three volumes. Vol. I.	Rousseau, Jean-Jacques	1810	['Epistolary']			
260931	An antidote to the miseries of human life, in the history of the widow Placid, and her daughter Rachel. By Harriet Corp, author of A Sequel to the Antidote to the Miseries of Human Life, Talents Improved, Cottage Sketches, Familiar Scenes, &c.	Corp, Harriet	1814	['Third-person']			
260933	Adelaide: or, The Countercharm. A Novel. In Five Volumes. By the author of ""Santo Sebastiano ; or, the Young Protector:"" ""Romance of the Pyrenees:"" and ""The Forest of Montalbano."" Vol. V.	Cuthbertson, Catherine	1813	['Third-person']	['Dramatic dialogue']	['Epistolary']	
260943	Clan-Albin: A National Tale. In Four Volumes. The Second Edition. Vol. I	Johnstone, C. I	1815	['Third-person']	['Verse']		
260945	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['First-person']	['Letters', 'Verse']		
260946	The absent man, a narrative. Edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.		1817	['First-person']	['Letters', 'Verse']		
260949	The fast of St. Magdalen, A Romance.  By Miss Anna Maria Porter. In Three Volumes. Vol. I. Third Edition.	Porter, Anna Maria	1819	['Third-person']			
260956	Tales of Real Life. By Mrs. Opie. In Three Volumes. Vol. I.	Opie, Amelia Alderson	1813	['Third-person']			
260957	Miscellaneous amusements for the year MDCCXLIV, or, the world turn'd inside out. Being reflections on men, manners and opinions. Adapted to the present times. By the author of a late well-receiv'd pamphlet. Vol. I.	Sedgewick, O	1744	['First-person']	['Poems']		
260958	Forman. A Tale. In Three Volumes. Vol. I.	Moysey, Abel	1819	['Third-person']			
260959	The castles of Athlin and Dunbayne. A highland story. By Anne Radcliffe.	Radcliffe, Ann Ward	1811	['Third-person']			
260964	Human nature. A novel. In three volumes. Vol. I.	Cordova, Cordelia	1816	['Third-person']			
260965	Two humorous novels, viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving an account of their lives and various adventures; interspers'd  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv'd with. II. The comical history of Rinconete and Cortadillo. Both written by the celebrated author of Don Quixote. And now first translated from the Spanish original. The second edition.	Cervantes Saavedra, Miguel de	1742	['First-person']			
