id	title	author	date	a	b	v	x
341523	Letters of Abelard and Heloise. To which is prefix'd a particular account of their lives, amours, and misfortunes. By the late John Hughes, Esq. Together with the poem of Eloisa to Abelard. By Mr. Pope. And, (to which is now added) the poem of Abelard to Eloisa. By Mrs. Madan.	Abelard, Peter	1782	['Pencil']	['Numbers']		['On full title page']
341524	Letters supposed to have been written by Yorick and Eliza. In two volumes. Vol. I.	Sterne, Laurence	1779	['Ink']	['Words', 'Editorial markings']		
341533	Love and madness. A story too true. In a series of letters between parties, whose names would perhaps be mentioned, were they less known, or less lamented.	Croft, Herbert	1780	['Ink']	['Words']		['Transcription: ""Letters of the Reverend James Hackman to Miss Reay mistress of the Earl of Sandwich. See Newgate [?] Calendar Vol. 1. [?] 289. Ed. by Camden Pelham"']
341542	Letters of the Marchioness of Pompadour: from MDCCLIII to MDCCLXII inclusive. In two volumes. Vol. I.	BarbeÃÅ-Marbois, FrancÃßois	1771	['Pencil']	['Editorial markings']	['v.2']	['Editorial marking that appears to be an obelisk (a footnote marker that is already elsewhere on the same page)']
341550	Masquerades; or, what you will. By the author of Eliza Warwick, &c. In two volumes. Vol. I.	Author of Eliza Warwick	1781	['Pencil', 'Ink']	['Numbers']	['v.2']	['On verso of blank page facing half title page, a list of numbers.']
341557	The midnight rambler; or, new nocturnal spy, for the present year. Containing a complete description of the modern transactions of London and Westminster, from the hours of nine in the evening, till six in the morning. Exhibiting great variety of midnight scenes and adventures in real life, both serious and comic: wherein are displayed the various humours and transactions of the different inhabitants of the metropolis--from the duke in high, down to the cobler in low life--and from the dutchess in St. James's, down to the oyster woman at Billingsgate, &c. &c. Illustrated with real characters, and whimsical anecdotes, of several votaries of Bacchus and Venus, from the first-rate bucks, bloods, and filles de joye, down to those in more humble stations; as well as those in more deplorable conditions, whose utmost prospects are through the bars of a prison. Also the characters of gaolers, round-house keepers, mercenary beadles, reforming constables, &c. &c.		1772	['Ink']	['Words']	['v.2']	
341564	The modern Atalantis; or, the devil in an air balloon. Containing the characters and secret memoirs of the most conspicuous persons of high quality, of both sexes, in the island of Libertusia, in the western ocean. Translated from the Libertusian language.		1784	['Ink']	['Words']		
341568	Mount Henneth, a novel. In two volumes. Vol. I.	Bage, Robert	1782	['Pencil']	['Words']	['v.1']	['On verso of back free endpaper.']
341570	Mr. Bentley, the rural philosopher: a tale. In two volumes. Volume the first.	Man, Henry	1775	['Ink']	['Editorial markings']	['v.1']	['Reads ""/a"" on half title page of first volume."']
341572	The mutability of human life; or memoirs of Adelaide, Marchioness of Melville. By a lady. In two volumes. Vol. I.	A Lady	1777	['Pencil']	['Editorial markings']	['v.1']	['Lines in the margins marking certain passages.']
341613	Prince Arthur: an allegorical romance. The story from Spenser. In two volumes. Vol. I.	Bicknell, Alexander	1779	['Ink']	['Numbers']	['v.2']	['On top of half title page to volume two, reads ""2/6""."']
341624	The reverie; or, a flight to the paradise of fools. By the editor of The adventures of a guinea. In two volumes. The third edition.	Johnstone, Charles	1776	['Pencil']	['Words']	['v.1']	['On title page of volume one, ""Charles Johnston"" is pencilled in by the authorship claim (""by the editor of...""), and at the top of the title page, ""Jonhston, Charles"" is pencilled in."']
341625	The ring, a novel: in a series of letters. By a young lady. In three volumes. Vol. I.	Young lady	1784	['Pencil']	['Editorial markings']	['v.1', 'v.2']	['Lines in the margins marking certain passages.']
341636	A sentimental journey through France and Italy, by Mr. Yorick. In two volumes. By the Rev. Mr. Sterne.	Sterne, Laurence	1782	['Pencil']	['Editorial markings']	['v.1', 'v.2']	['Lines in the margins marking certain passages']
341652	Something new. In two volumes. [Epigraph] Vol. I.	Griffith, Richard	1772	['Ink']	['Words']	['v.1', 'v.2']	['Words handwritten in the text where printed words have faded.']
341663	Sutton-Abbey. A novel. In a series of letters, founded on facts.		1780	['Inl']	['Numbers']		['On front pastedown']
341667	A tale of a tub. Written for the universal improvement of mankind. Diu multumque desideratum. To which is added, an account of a battle between the ancient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others.	Swift, Jonathan	1781	['Ink']	['Words']		
341673	The test of filial duty. In a series of letters between Miss Emilia Leonard, and Miss Charlotte Arlington. A novel. In two volumes. Vol. I.	Scott, Sarah	1772	['Pencil']	['Words', 'Editorial markings']	['v.1', 'v.2']	['Front and back free endpapers are filled with notes', 'Within text, pencil underlinings and brackets.']
341690	The true anti-Pamela: Or, the memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. In two parts compleat. Part I. Memoirs of his life and amours. Part II. A journal of his adventures in a cruise against the Spaniards, on board the Revenge privateer, Capt. Wimble. With his genuine letters of love and gallantry. [Epigraph] The second edition, with additions.	Parry, James	1770	['Pencil']	['Editorial markings']	['v.2']	['Illegible']
341706	The virtuous villagers, a novel. In a series of letters. By John Potter, M. B. author of The curate of Coventry, &c. &c. In two volumes. Vol. I.	Potter, John	1784	['Pencil']	['Editorial markings']	['v.1']	['Certain words underlined on the title page.']
341717	The works of Jonathan Swift, D. D: D. S. P. D. With notes historical and critical, by J. Hawkesworth, L. L. D. and others. In eighteen volumes. Vol. I.	Swift, Jonathan	1781	['Pencil']	['Numbers']	['v.10', 'v.12', 'v.17']	['On front pastedown']
375432	Modern chivalry: containing the adventures of Captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Brackenridge, H. H	1792	['Ink']	['Words']	['v.1']	['""Judge"" written after author claim on full title. (Brackenridge was, in fact, a judge.)"']
377849	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['Ink']	['Drawings']		['A tiny bit of the title page floral ensign has been colored in magenta.']
378280	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['Ink']	['Words', 'Numbers']		['Back']
379626	The invisibe [sic] spy. By Explorabilis. In two volumes, vol. I. A new edition.	Haywood, Eliza Fowler	1773	['Ink']	['Words']	['v.1']	['Several sentences written in Latin on front pastedown and free endpaper']
379654	La belle philosophe; or the fair philosopher. In two volumes. Vol. I.		1774	['Ink']	['Date']	['v.1']	['1774 is written in pen under the roman numeral date of publication.']
381001	The history of Eliza Warwick. In two volumes. Vol. I.		1778	['Pencil']	['Editorial markings']	['v.1']	['Lines in the margins marking certain passages.']
440186	The lives of Cleopatra and Octavia. By the author of David Simple.	Fielding, Sarah	1758	['Pencil']	['Editorial Markings']		['Pgs. 95, 96, 162;  - Check mark']
440187	The lives of Cleopatra and Octavia. By the author of David Simple.	Fielding, Sarah	1758	['Pencil']	['Editorial Markings']		['Pgs. 95, 96, 162;  - Check mark']
440189	The life and memoirs of Mr. Ephraim Tristram Bates, commonly called Corporal Bates, a broken hearted soldier: who, from a private centinel in the guards, was, from his merits, advanced, regularly, to be corporal, serjeant, and pay-master serjeant; and had he lived a few days longer, might have died a commission-officer, to the great loss of his lamentable lady, whose marriage he had intended to declare as soon as his commission was signed; and who, to make up for the loss of so dear an husband, and her pension, which then no Duke on earth could have hindered, in order to put bread in the mouths of seven small children, the youngest now at her breast, the sweet creatures being two twins, publishes these memoirs from the original papers, sealed up with the seal of dear Mr. Bates, and found, exactly as he mentioned in his last will and testament, in an  oven, never used, where, in his life time, he secreted many state papers, &c. &c. &c.		1756	['Pencil']	['Words']		['Facing front pastedown - Bates the original of Tristram Shandy --- M.']
440191	The life and memoirs of Mr. Ephraim Tristram Bates, commonly called Corporal Bates, a broken hearted soldier: who, from a private centinel in the guards, was, from his merits, advanced, regularly, to be corporal, serjeant, and pay-master serjeant; and had he lived a few days longer, might have died a commission-officer, to the great loss of his lamentable lady, whose marriage he had intended to declare as soon as his commission was signed; and who, to make up for the loss of so dear an husband, and her pension, which then no Duke on earth could have hindered, in order to put bread in the mouths of seven small children, the youngest now at her breast, the sweet creatures being two twins, publishes these memoirs from the original papers, sealed up with the seal of dear Mr. Bates, and found, exactly as he mentioned in his last will and testament, in an  oven, never used, where, in his life time, he secreted many state papers, &c. &c. &c.		1756	['Pencil']	['Words']		['Facing front pastedown - Bates the original of Tristram Shandy --- M.']
440194	The devil upon crutches in England. or. Night-scenes in London. A satirical work. Written upon the plan of the celebrated Diable Boiteux of Monsieur Le Sage. In two parts. By a gentleman of oxford. 	Gentleman of Oxford	1759	['Sarah Baker 1792']	['Ink']		
440197	The Dreamer.	King, William	1754	['Pencil']	['Words']		['Front pastedown - By Dr. Wm. King. --- Author of The Toast.  --- One of the Utopia Satires']
440210	The history of my own life: Being an account of many of the severest trials imposed by an implacable father, upon the most affectionate pair that ever entered the marriage state. In two volumes. Vol. I. 		1756	['Ink']	['Words']	['v.2']	['Front paste down and fly leaf']
440213	The adventures of Jerry Buck.  By Mr. John Slade. The second edition.	Slade, John	1754	['Ink']	['Editorial markings']		['page xiii, small x in margin']
440218	The life of John Buncle, esq.: containing various observations and reflections, made in several parts of the world; and many extraordinary relations.	Amory, Thomas	1756	['Ink']	['Words']		['T.A. mory']
440219	The memoirs of the life of John Medley, Esq; or, fortune reconcil'd to merit. By the author of Pamela's conduct in high life. Vol. II. 	Kelly, John	1756	['Pencil']	['Words']	['v.1, v.2']	['Front and Back Paste Downs']
440227	Lydia, or filial piety. A novel. By the author of The Marriage-Act, a novel. And letters on the English nation. Vol. I. 	Shebbeare, John	1755	['Ink']	['Words']	['v.1, v.2, v.3, v.4']	['Front Boards -  L. 2. 5. L. 2. 6. L. 2. 7. L. 2. _ 8.']
440228	Lydia, or filial piety. A novel. By the author of The marriage-act, a novel. And Letters on the English nation. Vol. I.	Shebbeare, John	1755	['Pencil']	['Numbers']	['v.1']	['On title page - 5/14']
440232	The marriage act. A novel. In which the ruin of female honour, the contempt of the clergy, the destruction of private and public liberty, with other fatal consequences are considered; in a series of interesting adventures. Vol. I.	Shebbeare, John	1754	['Pencil']	['Editorial markings', 'Words']	['v.2']	['p. 174-5: a line is drawn alongside the text and a note reads by the [illeg.] 18 [illeg.]']
440235	Letters from an old man to a young prince, with the answers. Translated from the Swedish. To which are prefixed those of her present Majesty to her son: with the translations. In two volumes. Vol. I.	Tessin, Carl Gustaf	1756	['Pencil']	['Numbers']	['v.2']	['II.248 - lines printed out of sequence are numbered one through four in the margins to indicate the correct order']
440237	The History of Polly Willis, an orphan.		1755	['Ink', 'Pencil']	['Words']		['The last page has remember written in both ink and pencil.']
440238	The prater. By Nicholas Babble, Esq. The second edition, corrected and improved by the author. 		1752	['Pencil']	['Words']		['A^5, B-N^12, X^1 ix [1], 289pp, originally published as a periodical. This 2d ed, is the first collected from in BLESTC Babble J. Holcomble NCBEL # 1282 18 copies more in California S2681 ESTC on-line gives author as Edward Long 1735-1813.']
440239	Letters of Princess Zilia, to Prince Aza of Peru, newly translated from the French original. By James Seguin, teacher of the French tongue in Hereford. 	Garfigny,	1775	['Ink']	['Words']		['Stamp: Ye Old Book Shop [4]9, Abbotsbury Road. Westham.']
440240	The history of Pudica, a lady of N-rf-lk: with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young 'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica's sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o'. By William Honeycomb, esq;	Gardiner, Richard	1754	['Ink']	['Words']		['[equal sign] R. Gardiner appears on title page next to William Honeycomb, Esq.']
440242	The history of Sir Roger and his son Joe: in two volumes. Vol. I		1757	['Pencil']	['Drawings']	['v.1, v.2']	['Appears on front pastedown and flyleaves of both volumes.']
440243	The temple beau, or the town coquets. A novel. 		1754	['Ink']	['Words']		['Page 15: name Smart underlined, in lower margin Mr. Duck [illeg] Toby Belch; page 65 in lower margin crossed out Toby [illeg]']
440244	The theatre of love: a collection of novels, (none of which were ever printed before).		1759	['Pencil']	['Words']		['pgs. 18, 29']
440245	Virtue triumphant, and pride abased;in the humorous history of Dickey Gotham and Doll Clod : digested from antient tractates, and the records of those memorable families, now extant at Addle Hall, in Nottinghamshire. By R.P. Biographer. Vol. I	R. P.	1753	['Pencil']	['Editorial markings']	['v.2']	['Pg. 53']
440247	The widow of the wood. Being an authentic narrative of a late remarkable transaction in Staffordshire. 	Victor, Benjamin	1769	['Pencil']	['Words']		["The author's name is written on the first flyleaf in pencil."]
440256	Agreeable ugliness: or, the the triumph of the graces.  Exemplified in the real life and fortunes of a young lady of some distinction.	La Place, Pierre Antoine de	1754	['Pencil']	['Words', 'Editorial markings']		['Full title page: real Life and Fortunes of a young Lady of some Distinction underlined, beneath written [by Mrs SARAH SCOTT]']
440258	The life and adventures of Bampfylde-Moore Carew, commonly called the king of the beggars: being an impartial account of his life, from his leaving Tiverton School at the age of fifteen, and entering into a society of gipsies; wherein the motives of his conduct are related and explained: the great number of characters and shapes he has appeared in through Great Britain, Ireland, and several other places of Europe: with his travels twice through great part of America: giving a particular account of the origin, government, laws, and customs of the gipsies; with the method of electing their king: and a dictionary of the Cant language, used by the mendicants.		1788	['Pencil']	['Words']		['Verso of first leaf, top left - By Robert Go[a?]dley']
440260	The history of Betty Barnes: in two volumes. Vol. I. 	Fielding, Sarah	1753	['Pencil']	['Words']	['v.1, v.2']	["Both volumes have readers' notes on the last flyleaf."]
440261	The Card. Vol. I. 	Kidgell, John	1755	['Pencil']	['Drawings']	['v.1']	['The last page of v. 1 has some pencil scribbled at the bottom.']
440263	The Card Vol. I. 	Kidgell, John	1755	['Ink']	['Drawings']	['v.1']	['Page 38 has some lines of ink']
440266	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) containing, I. An account of her birth, education, and mad pranks committed in her youth. II. Her coming on the stage; success there; and sundry theatrical anecdotes. III. Her marriage to Mr. Charke, and its consequences. IV. Her adventures in mens cloaths, going by the name of Mr. Brown, and being belov'd by a lady of great fortune, who intended to marry her. V. Her being gentleman to a certain peer. VI. Her commencing strolling- player; with various and surprizing vicissitudes of fortune, during nine years peregrination. VII. Her turning pastry cook, &c. in Wales, with several extremely humourous and interesting occurences. Written by herself. 	Charke, Charlotte	1755	['Ink']	['Words']		['Last page of text, states: Mrs. Charke afterwards [illeg.] and died 1760.']
440267	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, Esq;) containing, I. An account of her birth, education, and mad pranks committed in her youth. II. Her coming on the stage; Success there; and sundry theatrical anecdotes. III. Her marriage to Mr. Charke, and its consequences. IV. Her adventures in mens cloaths, going by the name of Mr. Brown, and being belov'd by a lady of great fortune, who intended to marry her. V. Her being gentleman to a certain peer. VI. Her commencing strolling - player; with various and surprizing vicissitudes of fortune, during nine years peregrination. VII. Her turning pastry cook, &c. in Wales. With several extremely humourous and interesting occurrences. Written by herself. 	Charke, Charlotte	1755	['Ink']	['Words']		['SA appears below the title of the dedication on page iii.']
440271	Travels into several remote nations of the world; by Lemuel Gulliver. First a surgeon, and then a captain of several ships. In four parts. Part I. A voyage to Lilliput. Part II. A voyage to Brobdingnag. Part III. A voyage to Laputa, Balnibarbi, Luggnagg, Glubbdubdrib, and Japan. Part IV. A voyage to the country of the Houyhnhnms.	Swift, Jonathan	1755	['Ink']	['Words']		['[Clarke?] bottom of 265']
440272	Travels into several remote nations of the world; by Lemuel Gulliver. First a surgeon, and then a captain of several ships. In four parts. Part I. A voyage to Lilliput. Part II. A voyage to Brobdingnag. Part III. A voyage to Laputa, Balnibarbi, Luggnagg, Glubbdubdrib, and Japan. Part IV. A voyage to the country of the Houyhnhnms.	Swift, Jonathan	1755	['Ink']	['Words']		['[Clarke?] bottom of 265']
440297	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	Chetwood, W.R. (William Rufus),	1799	['Pencil']	['Words']		['Marginalia appears on the last page of the text, p. 244, but is faded to illegibility.']
440301	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	Smollet, Tobias	1753	['Illeg.']	['Ink']	['v.1']	['Some letters appear on the first fly leaf; it appears to say ""if H"']
440306	The history of Fanny Seymour. 		1753	['Pencil']	['Words']		['Marginalia is found on the following pages: i, 88, 91, 96, 124']
440307	Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.	Rowe, Elizabeth Singer	1750	['Pencil']	['Drawings']		['Appears to be a flowering plant, with an indistinct oval containing a squiggle nearby, perhaps drawn by a child? (pp. 267)']
440310	The life and history of a pilgrim, a narrative founded on fact. by George Wollaston, Esq; 	Wollaston, George	1753	['Pencil']	['Drawings']		['Scribbled lines appear on p. 163.']
440312	The history of Betty Barnes. In two volumes. Vol. I.	Fielding, Sarah	1753	['Pencil']	['Words']	['v.1, v.2']	['What appear to be penciled notes on the text can be found on the verso of the back flyleaf of both volumes 1 and 2. Each individual note is accompanied by a page number.']
440317	The history of Jack Connor. Volume I. 	Chaigneau, William,	1752	['Pencil']	['Words']	['v.2']	['""I5.17""Front paste-down"']
440326	Memoirs of a man of pleasure, or the adventures of Versorand. Volume I. 	La Solle, Henri-Fran√ßois de,	1751	['Pencil']	['Editorial Marks']	['v.1']	['page 301 - large X']
440327	Memoirs of a Coxcomb.	Cleland, John	1751	['Pencil']	['Words']		['Very faint penciled words on the title page read, ""By Cleland author of [illeg.]"']
440329	Memoirs of the life and actions of Charles Osborn, Esq; natural son to the E--l of A---e. Containing an account of his polite education; his loss of a vast estate left him by his father; his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her; his extravagancies; his eight several marriages; his intrigues; his turning priest; with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost; and made restitution. Written by himself in the decline of life.		1752	['Ink']	['Words']		['Initials or numbers written in pen on the recto of the front flyleaf.']
440331	The wanderings of the heart and mind: or memoirs of Mr. de Meilcour.  Translated from the French of Mr. de Crebillon the Son.	CrÈbillon, Claude-Prosper Jolyot de	1751	['Pencil']	['Editorial markings']		['Preface, next to line: ""The court guesses a third, as little thought of by the author as the other too.""  Word ""too"" underlined, ""two"" written in margin"']
440361	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	Chetwood, W.R. (William Rufus),	1799	['Pencil']	['Words']		['Marginalia appears on the last page of the text, p. 244, but is faded to illegibility.']
440365	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	Smollet, Tobias	1753	['Illeg.']	['Ink']	['v.1']	['Some letters appear on the first fly leaf; it appears to say ""if H"']
440370	The history of Fanny Seymour. 		1753	['Pencil']	['Words']		['Marginalia is found on the following pages: i, 88, 91, 96, 124']
440371	Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.	Rowe, Elizabeth Singer	1750	['Pencil']	['Drawings']		['Appears to be a flowering plant, with an indistinct oval containing a squiggle nearby, perhaps drawn by a child? (pp. 267)']
