id	title	author	date	a	b	2	3	5	6	7
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Author (paratext)']	['Generic/Descriptive']	["I am, May it pleafe your Grace, Your Grace's moft Humble and moft devoted Servant, The Author."]	['Dedication']	['Indeterminate']	['Unknown']	
260726	The Messiah: Attempted from the German of Mr. Klopstock. By Joseph Collyer. In Fifteen Books. Two Vols. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['Translator (patatext)']	['Generic/Descriptive']	["Translator's Preface"]	['Preface']	['Indeterminate']	['Male']	
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['Author (text)']		['First sixteen books by Mrs. Collyer, and the three last by Mrs. Meeke.']	['Title Page']	['Female']		
260729	The adventures of Ferdinand Count Fathom. By Dr. Smollett, author of Roderick Random; Peregrine Pickle, &c. &c. In two volumes. Vol. I.	Smollett, Tobias George	1817	['Author (text)']	['Generic/Descriptive']	['Your very affectionate friend and servant, THE AUTHOR.']	['Dedication']	['Male']	['Male']	
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818	['Author (paratext)']	['Initials']	['J.H.']	['Dedication']	['Indeterminate']	['Male']	
260734	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Williams, John	1811	['Author (paratext)']	['Generic/Descriptive']	["Your excellency's most humble, obedient, and dutiful servant, John Williams."]	['Dedication']	['Male']		
260735	Self-control: a novel. Volume I.	Brunton, Mary	1811	['Author (paratext)']	['Generic/Descriptive']	['Madam, Your obedient Servant, The Author']	['Dedication']	['Indeterminate']	['Female']	
260736	The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	Byron, Medora Gordon	1810	['Author (text)']		['By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c.']	['Title Page']	['Female']	['Female']	
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814	['Author (text)']		['By the author of ""Self-control""']	['Title Page']	['Indeterminate']	['Female"']	
260743	A world without souls, and the velvet cushion by J.W. Cunningham, A.M. Vicar of Harrow	Cunningham, J. W	1815	['Author (paratext)']	['Generic/Descriptive']	['""t has seemed right to the Author to meet the increased demand for this little work, by the publication of another edition...""']	['Preface (a world without souls)']	['Male"']		
260745	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.		1813	['Author (text)']		['By William Fisher, Esq.']	['Title Page']	['Male']	['Unknown']	
260747	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	West	1814	['Author (text)']		['By the author of ""The Loyalists,"" &c.']	['Title Page']	['Indeterminate']	['Female"']	
260755	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.	Foster, Hannah Webster	1811	['Author (text)']	['Generic/Descriptive']	['By a lady of Massachusetts']	['Title Page']	['Female']		
260757	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	Parker, Emma	1811	['Author (text)']	['Proper name']	['By Emma Parker.']	['Title Page']	['Female']		
260758		Rose, Edward H	1811	['Author (text)']		['By Edward Rose, seaman']	['Title Page']	['Male']		
260759	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['Author (text)']		['First sixteen books by Mrs. Collyer, and the three last by Mrs. Meeke.']	['Title Page']	['Female']		
260760	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811	['Author (text)']		["Written by Think's-I-to-myself who?"]	['Title Page']	['Indeterminate']	['Male']	
260761	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811	['Author (text)']		["Written by Think's-I-to-myself who?"]	['Title Page']	['Indeterminate']	['Male']	
260762	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	West	1810	['Author (text)']		['Works written by Mrs. West.']	['Advertisement']	['Female']		
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811	['Author (text)']	['Generic/Descriptive']	['the author tells us in his preface to the first treatise']	['To the reader']	['Male']	['Unknown']	
260774	The old manor house, a novel, by Charlotte Smith.  a new edition, in two volumes. Vol. I.	Smith, Charlotte Turner	1810	['Author (text)']		['By Charlotte Smith']	['Title Page']	['Female']	['Female']	
260775	Forest of Montalbano: a novel.  In four volumes.  By the author of ""Santo Sebastiano,"" and ""The Romance of the Pyrenees.""   Vol. I.	Cuthbertson, Catherine	1810	['Author (text)']		['By the author of ""Santo Sebastiano,"" and ""The Romance of the Pyrenees.""']	['Title Page']	['Indeterminate']	['Female"']	
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810	['Author (text)']	['Generic/Descriptive']	['THE AUTHOR']	['Preface']	['Indeterminate']	['Unknown']	
260777	Julia de Vienne. A novel. In four volumes. Imitated from the French, by a lady. Vol. I.	A Lady	1811	['Author (text)']	['Generic/Descriptive']	['By a lady']	['Title Page']	['Female']		
260783	Mansfield park: a novel.  in three volumes.  By the author of ""Pride and prejudice."" Vol. I. Second edition.	Austen, Jane	1816	['Author (text)']		['By the author of ""Pride and prejudice""']	['Title Page']	['Indeterminate']	['Female"']	
260786	Frankenstein; or, The modern Prometheus. In three volumes. Vol. I.	Shelley, Mary Wollstonecraft	1818	['Author (text)']	['Author (paratext)']	['These volumes are respectfully inscribed by the author']	['Dedication']	['Indeterminate']	['Female']	
260788	Tales from Shakespeare, designed for the use of young persons. By Charles Lamb. In two volumes. Vol. I.	Lamb, Charles	1813	['Author (text)']		['By Charles Lamb.']	['Title Page']	['Male']		
260790	Shakespeare's jest book.		1814	['Author (paratext)']		['The editor.']	['To the reader']	['Indeterminate']		
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819	['Editor (text)']		['collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh']	['Title Page']	['Male']	['Male']	
260799	The Scottish chiefs, a romance. In five volumes. By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms. Second edition. Vol. I.	Porter, Jane	1811	['Author (text)']		["By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms."]	['Title Page']	['Female']	['Female']	
260800	The spirit of ""the book;"" or, memoirs of Caroline Princess of Hasborough, a political and amatory romance. In three volumes. Vol. I. Edited by Thomas Ashe, Esq.		1811	['Editor (text)']		['Edited by Thomas Ashe, Esq.']	['Title Page']	['Male']	['Male']	
260807	The heroine, or adventures of Cherubina, by Eaton Stannard Barrett, Esq.  Third edition.  In three volumes.  Vol. I.	Barrett, Eaton Stannard	1815	['Author (text)']		['By Eaton Stannard Barrett, Esq.']	['Title Page']	['Male']		
260813	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.	Fielding, Henry	1749	['Author (text)']	['Proper name']	['By Henry Fielding, Esq.']	['Title Page']	['Male']		
260818	The adultress; or, anecdotes of two noble families. A tale. In four volumes. By an english-woman. Vol. I.		1810	['Author (paratext)']	['Generic/Descriptive']	['An english-woman.']	['Preface']	['Female']	['Unknown']	
260822	The life and advenutres of Peter Wilkins, a Cornish man: taken from his own mouth, in his passage to England, from off Cape Horn in America, in the ship Hector.  By R.S., a passenger in the Hector.  In two volumes.  Vol. I.  A new edition, embellished with engravings.	Paltock, Robert	1816	['Author (paratext)']		["Madam, your ladyship's most obliged and most obedient servant, -- R.P."]	['Title Page']	['Indeterminate']		
260826	Rhoda: A Novel. By the Author of ""Things by their right names,"" ""Plain sense,"" &c. Second Edition. In three volumes. Vol. I.	Jacson, Frances	1816	['Author (text)']	['Reference to other works']	['Author of ""Things by their right names,"" ""Plain sense,"" &c.']	['Title Page']	['Indeterminate']	['Female"']	
260827	Charenton; or, the follies of the age: A philosophical romance. By M. De Lourdoueix. Translated from the french.	De Lourdoueix, M	1818	['Translator (paratext)']	['Generic/Descriptive']	["Translator's Preface"]	['Preface']	['Indeterminate']	['Unknown']	
260833	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['Author (text)']	['Reference to other works']	['the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary.""']	['Title Page']	['Indeterminate']	['Male"']	
260834	Rob Roy. By the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary."" In three Volumes. Vol. I.	Scott, Walter	1818	['Author (text)']	['Reference to other works']	['the Author of ""Waverley,"" ""Guy Mannering,"" and ""The Antiquary.""']	['Title Page']	['Indeterminate']	['Male"']	
260843		Roche, Regina Maria	1815	['Author (text)']	['Reference to other works']	['Author of ""London Tales,"" or ""Reflective Portraits,"" ""The Moor,"" ""Plain Tales;"" &c.']	['Title Page']	['Indeterminate']	['Female"']	
260852	Six Weeks at Long's. By a late resident. Second edition. In three volumes. Vol. I.	Barrett, Eaton Stannard	1817	['Author (text)']	['Generic/Descriptive']	['Printed for the author']	['Title Page']	['Indeterminate']	['Male']	
260858	The Scottish Adventurers, or, The Way to Rise; An historical tale. By Hector Macneill, Esq. In Two Volumes. Vol. I.	Macneill, Hector	1812	['Author (paratext)']	['Generic/Descriptive']	['I remain, My Dear Sir, Yours most faithfully, THE AUTHOR.']	['Dedication']	['Indeterminate']	['Male']	
260864	The travels and adventures of Mademoiselle de Richelieu. Cousin to the present Duke of that name. Who made the tour of Europe, dressed in men's cloaths, attended by her maid Lucy as her valet de chambre. Now done into English from the Lady's own manuscript. By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt. Vol. I.	Erskine	1744	['Translator (text)']	['Generic/Descriptive']	['By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt']	['Title Page']	['Indeterminate']		
260869	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. I.	Richardson, Samuel	1810	['Author (text)']		['A new edition, with the last corrections by the author.']	['Title Page']	['Indeterminate']	['Male']	
260870	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XIV.	Richardson, Samuel	1810	['Author (text)']	['Proper name']	['By Mr. Samuel Richardson, author of Pamela and Clarissa.']	['Title Page']	['Male']		
260871	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XVI.	Defoe, Daniel	1810	['Author (text)']		['Written by himself']	['Title Page']	['Male']		
260872	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XVIII.	Fielding, Henry	1810	['Author (text)']		['By Henry Fielding, Esq.']	['Title Page']	['Male']	['Male']	
260873	The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld. Vol. XIX.	Fielding, Henry	1810	['Author (text)']	['Proper name']	['By Henry Fielding, Esq.']	['Title Page']	['Male']	['Male']	
260874	The old English Baron. A gothic story. The  castle of Otranto. A gothic story. By Horace Walpole. Earl of Orford	Reeve, Clara	1810	['Author (text)']		['By Horace Walpole, Earl of Orford']	['Title Page']	['Male']	['Male']	
260875	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIII.	Coventry, Francis	1810	['Author (text)']		['By Dr. Goldsmith.']	['Title Page']	['Male']		
260876	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIIII.	Lennox, Charlotte	1810	['Author (text)']		['By Mrs. Lennox']	['Title Page']	['Female']	['Female']	
260877	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVI.	Johnson, Samuel	1810	['Author (text)']		['By Dr. Hawkesworth.']	['Title Page']	['Male']	['Male']	
260879	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXVIII.	Inchbald	1810	['Author (text)']		['By Mrs. Inchbald.']	['Title Page']	['Female']		
260880	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXIX.	Mackenzie, Henry	1810	['Author (text)']	['Proper name']	['By Henry Mackenzie, Esq.']	['Title Page']	['Male']		
260881	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXX.	Smollett, Tobias George	1810	['Author (text)']		['By the author of Roderick Random']	['Title Page']	['Indeterminate']	['Male']	
260883	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXIV.	Moore, John	1810	['Author (text)']		['By Dr. Moore']	['Title Page']	['Male']	['Male']	
260884	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XXXVI.	Smith, Charlotte Turner	1810	['Author (text)']		['By Charlotte Smith']	['Title Page']	['Female']	['Female']	
260885	Evelina; or the history of a young lady's introduction to the world. In two volumes. Vol. I.	Burney, Fanny	1810	['Editor (text)']		['The British novelists: with an essay; and prefaces, biographical and critical, by Mrs. Barbauld']	['Title Page']	['Female']	['Female']	
260886	Cecilia; or, memoirs of an heiress. By the author of Evelina. In three volumes. Vol. I.	Burney, Fanny	1810	['Author (text)']		['By the author of Evelina']	['Title Page']	['Indeterminate']	['Female']	
260887	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLIV.	Radcliffe, Ann Ward	1810	['Author (text)']		['Interspersed with some pieces of poetry by the authoress of ""A Sicilian romance""']	['Title Page']	['Female']	['Female"']	
260888	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. XLV.	Radcliffe, Ann Ward	1810	['Author (text)']		['By Ann Radcliffe.']	['Title Page']	['Female']	['Female']	
260894	A month in town; a satirical novel. By Humphrey Hedgehog, Esq. Author of ""The General-post bag,"" ""Rejected odes,"" &c. &c. &c. ""Velute in speculum."" In three volumes. Volume I. Third edition, corrected, with new preface, &c.	Agg, John	1816	['Author (text)']		['By Humphrey Hedgehog, Esq. Author of ""The general-post bag,"" ""Rejected odes,"" &c. &c. &c.']	['Title Page']	['Male']	['Male"']	
260900	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818	['Author (text)']		['By Madame Panache, author of Manners.']	['Title Page']	['Female']	['Female']	
260902	Felicia to Charlotte: Being letters from a young lady in the country, to her friend in town. Containing a series of the most interesting vents, interspresed with moral reflections; chiefly tending to prove, that the seeds of virtue are implanted in the mind of every reasonable being.	Collyer, Mary	1744	['Author (text)']		['By the author of the first volume']	['Title Page']	['Indeterminate']	['Female']	
260907	The cottagers of Glenburnie. A Tale, for the farmer's fire-side. By Elizabeth Hamilton, Author of the Elementary Principles of Education, Memoirs of Modern Philosophers, &c.	Hamilton, Elizabeth	1812	['Author (paratext)']	['Generic/Descriptive']	['Your obedient and faithful humble servant, THE AUTHOR']	['Dedication']	['Indeterminate']	['Female']	
260910	The juvenile spectator: being observations of the tempers, manners, and foibles of various young persons; interspersed with such lively matter as it is presumed will amuse as well as instruct. By Arabella Argus.	Argus, Arabella	1810	['Author (text)']		['By Arabella Argus']	['Title Page']	['Female']	['Female']	
260913	The fair moralist. Or, love and virtue. A novel. By Mrs. Charlotte McCarthy. The second edition, corrected, and improv'd. To which is added, the author's observations, or, a looking-glass for the fair sex. Also several additional poems, never before publish'd. By the same.	McCarthy, Charlotte	1746	['Author (text)']		['By Mrs. Charlotte McCarthy']	['Title Page']	['Female']		
260919	The Balance of Comfort; or the Old Maid and Married Woman. A Novell. In Three Volumes. By Mrs. Ross, Author of The Marchioness, The Cousins, Family Estate, Modern Calypso, Paired - Not Matched, &c. Vol. I.	Ross	1817	['Author (text)']	['Reference to other works']	['Author of The Marchioness, The Cousins, Family Estate, Modern Calypso, Paired - Not Matched, &c.']	['Title Page']	['Indeterminate']	['Unknown']	
260923	The true anti-Pamela: or, memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. Interspers'd with many curious and entertaining love-letters which passed between them. The second edition, carefully revised. [ Price three shillings.]		1742	['Author (text)']	['Generic/Descriptive']	['Written by himself']	['Title Page']	['Male']		
260928	Persiles and Sigismunda: a celebrated novel. Intermix'd with a great variety of delightful histories and entertaining adventures. Written in Spanish by Michael de Cervantes Saavadera, author of Don Quixote. Translated into English from the original. Vol. I	Cervantes Saavedra, Miguel de	1745	['Author (text)']		['Written in Spanish by Michael de Cervantes Saavadera, author of Don Quixote.']	['Title Page']	['Male']		
260929	Eloisa; a series of original letters. Translated from the French of J.J. Rousseau. To which are added, the adventures of Lord B___ at Rome; being the sequel of Eloisa. (Found among the author's papers after his decease.) In three volumes. Vol. I.	Rousseau, Jean-Jacques	1810	['Translator (text)', 'Author (paratext)']		['Preface by the translator']	['Preface']	['Indeterminate']		
